name,bus0,bus1,c_nfkm,cables,frequency,from_relation,i_th_max_a,length,length_m,num_parallel,operator,osm_name,r_ohmkm,ref,s_nom,type,voltage,wires,wkt_srid_4326,x_ohmkm
95,91,86,13.7,3.0,50.0,962110.0,2.6,1.07,1070.0,1.0,Amprion,Emsland-D1,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.30561448538174 52.4801491895706,7.30820430094578 52.4768353862806)",0.25
96,86,93,13.7,3.0,50.0,962120.0,2.6,47.087,47087.0,1.0,Amprion,Meppen,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.27715391322869 52.7532425946802)",0.25
97,94,86,13.7,3.0,50.0,962121.0,2.6,74.417,74417.0,1.0,Amprion,Niedersachsen Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.30775689679575 52.3456356447783,7.30820430094578 52.4768353862806)",0.25
98,86,95,13.7,3.0,50.0,962122.0,2.6,60.192,60192.0,1.0,Amprion,Bramgau,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.88957671235007 52.2773967624078)",0.25
99,86_220kV,96_220kV,11.5,3.0,50.0,962172.0,1.3,1.321,1321.0,1.0,Amprion,Benteler,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.31784994377907 52.4691114902799)",0.32
100,97,66,,3.0,,965662.0,,110.113,110113.0,0.5,ČEPS,Etzenricht - Přeštice,,442,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(13.3352803846608 49.5896898612644,12.1147644054101 49.6311550521523)",
101,42,98,13.7,3.0,50.0,1000670.0,2.6,35.731,35731.0,1.0,50Hertz,544,0.025,544,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,12.2147735096776 54.1003234403618)",0.25
102,99,100,13.7,3.0,,1020855.0,2.6,94.562,94562.0,1.0,Amprion,Uchtelfangen West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.99647659179489 49.3754093063084,6.47473977006816 49.9224692993999)",0.25
103,42,98,13.7,3.0,50.0,1021991.0,2.6,35.716,35716.0,1.0,50Hertz,543,0.025,543,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,12.2147735096776 54.1003234403618)",0.25
104,42,101,13.7,3.0,50.0,1022003.0,2.6,47.163,47163.0,1.0,50Hertz,424,0.025,424,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,11.6993926965362 53.5722744892702)",0.25
105,102,42,13.7,3.0,50.0,1022004.0,2.6,71.64,71640.0,1.0,50Hertz,423,0.025,423,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.3706373688866 53.6009910848999,12.1869848227216 53.8157751724384)",0.25
106,103,87,13.7,3.0,50.0,1082800.0,2.6,40.854,40854.0,1.0,Amprion,Kusenhorst,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.94821343461115 51.4445789430072,7.06030699176008 51.6964760130648)",0.25
107,104,103,13.7,3.0,50.0,1082801.0,2.6,16.665,16665.0,1.0,Amprion,Büscherhof West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.92675896360373 51.4992056838496,6.94821343461115 51.4445789430072)",0.25
108,105,87,13.7,3.0,50.0,1082805.0,2.6,37.005,37005.0,1.0,Amprion,Lippe Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.68078798893986 51.6462959356851,7.06030699176008 51.6964760130648)",0.25
109,106,107,10.275,3.0,50.0,1082806.0,1.95,24.754,24754.0,0.75,Amprion,Weitmar West,0.033333,,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(7.16721460965932 51.3899067582106,7.1255729106725 51.4489772588145)",0.333333
110,108,107,13.7,3.0,50.0,1082807.0,2.6,14.687,14687.0,1.0,Amprion,Eiberg Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.99606888010598 51.5141695891404,7.1255729106725 51.4489772588145)",0.25
111,109,106,13.7,3.0,50.0,1082808.0,2.6,17.504,17504.0,1.0,Amprion,Kemnade Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.31318284290137 51.4466113896128,7.16721460965932 51.3899067582106)",0.25
112,110,111,13.7,3.0,50.0,1082809.0,2.6,114.491,114491.0,1.0,Amprion,Sauerland Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,8.62480052815036 51.4278883849265)",0.25
113,87,112,13.7,3.0,50.0,1082810.0,2.6,35.441,35441.0,1.0,Amprion,Recklinghausen,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.06030699176008 51.6964760130648,7.35311186939787 51.5758105020818)",0.25
114,113,87,13.7,3.0,50.0,1082811.0,2.6,22.998,22998.0,1.0,Amprion,Westfalen West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.12323882950453 51.5256121803004,7.06030699176008 51.6964760130648)",0.25
115,87,85,13.7,3.0,50.0,1082814.0,2.6,63.803,63803.0,1.0,Amprion,Hamaland,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.06030699176008 51.6964760130648,7.03496796515083 52.2028607381056)",0.25
116,110,114,13.7,3.0,50.0,1082816.0,2.6,67.379,67379.0,1.0,Amprion,Arpe West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,8.21170597594605 51.1779854801194)",0.25
117,115,116,23.0,3.0,50.0,1082942.0,2.6,21.323,21323.0,2.0,Amprion,Frimmersdorf 5e,0.04,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,4.0,"SRID=4326;LINESTRING(6.57648208812114 51.0555954583116,6.77252309438106 51.1471054906194)",0.16
118,117,118,13.7,3.0,50.0,1082943.0,2.6,34.584,34584.0,1.0,Amprion,Ließem Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.13689469738717 50.6428608767133)",0.25
119,117,119,13.7,3.0,50.0,1082944.0,2.6,44.751,44751.0,1.0,Amprion,Sechtem Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,6.45655246642153 50.8713380368705)",0.25
120,117,120,13.7,3.0,50.0,1082946.0,2.6,68.003,68003.0,1.0,Amprion,Siegtal Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.86394571365263 50.7682419129404)",0.25
121,121,122,13.7,3.0,50.0,1082948.0,2.6,12.228,12228.0,1.0,Amprion,Röhe Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.32166491493505 50.8383473627586,6.16738169006425 50.8020442927138)",0.25
122,123,124,13.7,3.0,50.0,1082949.0,2.6,10.62,10620.0,1.0,Amprion,Neurath 3c,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.70220337779745 51.0088609096753,6.61240231530956 51.0359242594819)",0.25
123,125,126,13.7,3.0,50.0,1082952.0,2.6,28.54,28540.0,1.0,Amprion,Leichlingen Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.23319684331545 51.2325069075148)",0.25
124,127,119,13.7,3.0,50.0,1082953.0,2.6,16.766,16766.0,1.0,Amprion,Weisweiler Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.30090123786765 50.8289532122665,6.45655246642153 50.8713380368705)",0.25
125,118,128,13.7,3.0,50.0,1082954.0,2.6,42.726,42726.0,1.0,Amprion,Weißenthurm Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.13689469738717 50.6428608767133,7.44948529010545 50.4025276621126)",0.25
126,121,119,13.7,3.0,50.0,1082955.0,2.6,14.743,14743.0,1.0,Amprion,Weisweiler Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.32166491493505 50.8383473627586,6.45655246642153 50.8713380368705)",0.25
127,129_220kV,124_220kV,11.5,3.0,50.0,1082956.0,1.3,34.374,34374.0,1.0,Amprion,Neurath 1a,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.62582790177014 51.2606098249047,6.61240231530956 51.0359242594819)",0.32
128,125,130,13.7,3.0,50.0,1082957.0,2.6,16.932,16932.0,1.0,Amprion,Leichlingen West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.12308195236379 51.1715887782054)",0.25
129,125,123,13.7,3.0,50.0,1082958.0,2.6,22.039,22039.0,1.0,Amprion,Opladen Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,6.70220337779745 51.0088609096753)",0.25
130,131,132,13.7,3.0,50.0,1082959.0,2.6,20.646,20646.0,1.0,Amprion,St. Peter Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.80109333956604 51.1225390518584,7.00877914033175 51.1742549180397)",0.25
131,133,123,13.7,3.0,50.0,1082960.0,2.6,22.321,22321.0,1.0,Amprion,Brauweiler West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.8426506615144 50.8635385008881,6.70220337779745 51.0088609096753)",0.25
132,117,120,13.7,3.0,50.0,1082961.0,2.6,68.003,68003.0,1.0,Amprion,Siegtal Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.86394571365263 50.7682419129404)",0.25
133,117_220kV,134,23.0,3.0,50.0,1082962.0,2.6,24.479,24479.0,2.0,Amprion,Godorf West,0.04,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,4.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,6.80461158012622 50.9662452961379)",0.16
134,135,136,13.7,3.0,50.0,1082963.0,2.6,30.283,30283.0,1.0,Amprion,Haarstrang West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.7186272145384 51.5342075115271,7.93077008561427 51.6729710197069)",0.25
135,125,123,13.7,3.0,50.0,1082964.0,2.6,22.039,22039.0,1.0,Amprion,Opladen Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,6.70220337779745 51.0088609096753)",0.25
136,123,131,13.7,3.0,50.0,1082965.0,2.6,18.127,18127.0,1.0,Amprion,St. Peter Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.70220337779745 51.0088609096753,6.80109333956604 51.1225390518584)",0.25
137,117,119,13.7,3.0,50.0,1082966.0,2.6,44.751,44751.0,1.0,Amprion,Sechtem Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,6.45655246642153 50.8713380368705)",0.25
138,117,128,13.7,3.0,50.0,1082967.0,2.6,62.381,62381.0,1.0,Amprion,Mittelrhein,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.44948529010545 50.4025276621126)",0.25
139,137,105_220kV,11.5,3.0,50.0,1082973.0,1.3,41.846,41846.0,1.0,Amprion,Pfalzdorf Süd,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.22183144595687 51.6946456422206,6.68078798893986 51.6462959356851)",0.32
140,138_220kV,87_220kV,17.25,3.0,50.0,1082974.0,1.95,13.5,13500.0,1.5,Amprion,Scholven D,0.053333,,743.049796447,Al/St 240/40 2-bundle 220.0,220000.0,3.0,"SRID=4326;LINESTRING(7.00674987859998 51.5999114220203,7.06030699176008 51.6964760130648)",0.213333
141,139,105_220kV,11.5,3.0,50.0,1082975.0,1.3,32.152,32152.0,1.0,Amprion,Schermbeck Nord,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.03761988504233 51.5985496311832,6.68078798893986 51.6462959356851)",0.32
142,140,87_220kV,11.5,3.0,50.0,1082976.0,1.3,28.023,28023.0,1.0,Amprion,Hochlarmark Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.2640834625924 51.5735734103802,7.06030699176008 51.6964760130648)",0.32
143,106_220kV,141,11.5,3.0,50.0,1082983.0,1.3,18.405,18405.0,1.0,Amprion,Laer West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.16721460965932 51.3899067582106,7.2789471130269 51.4722816773138)",0.32
144,142,107_220kV,11.5,3.0,50.0,1082984.0,1.3,17.736,17736.0,1.0,Amprion,Herne 1A,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.18667755311932 51.550589070577,7.1255729106725 51.4489772588145)",0.32
145,129_220kV,123_220kV,11.5,3.0,50.0,1082985.0,1.3,30.676,30676.0,1.0,Amprion,Frixheim Nord,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.62582790177014 51.2606098249047,6.70220337779745 51.0088609096753)",0.32
146,140,143_220kV,11.5,3.0,50.0,1082986.0,1.3,7.062,7062.0,1.0,Amprion,Knepper C,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.2640834625924 51.5735734103802,7.35135784054859 51.568368608134)",0.32
147,142,144,17.25,3.0,50.0,1082987.0,1.95,15.151,15151.0,1.5,Amprion,Herne 4,0.053333,,743.049796447,Al/St 240/40 2-bundle 220.0,220000.0,3.0,"SRID=4326;LINESTRING(7.18667755311932 51.550589070577,7.17937912538938 51.4722019484347)",0.213333
148,140,106_220kV,11.5,3.0,50.0,1082989.0,1.3,30.931,30931.0,1.0,Amprion,Pöppinghausen Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.2640834625924 51.5735734103802,7.16721460965932 51.3899067582106)",0.32
149,145,146,11.5,3.0,50.0,1082990.0,1.3,43.148,43148.0,1.0,Amprion,Frixheim Süd,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.93488869659333 51.0335223350589,6.82813596908193 51.1626762413706)",0.32
150,147,107_220kV,5.75,3.0,50.0,1082992.0,0.65,37.515,37515.0,0.5,Amprion,Herdecke Nord,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(7.50597329671546 51.401592550355,7.1255729106725 51.4489772588145)",0.64
151,144,107_220kV,11.5,3.0,50.0,1082996.0,1.3,12.825,12825.0,1.0,Amprion,Bochum West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.17937912538938 51.4722019484347,7.1255729106725 51.4489772588145)",0.32
152,139,107_220kV,5.75,3.0,50.0,1082997.0,0.65,22.117,22117.0,0.5,Amprion,Gladbeck West,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(7.03761988504233 51.5985496311832,7.1255729106725 51.4489772588145)",0.64
153,140,141,11.5,3.0,50.0,1082998.0,1.3,12.649,12649.0,1.0,Amprion,Pöppinghausen West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.2640834625924 51.5735734103802,7.2789471130269 51.4722816773138)",0.32
154,142,107_220kV,11.5,3.0,50.0,1082999.0,1.3,21.357,21357.0,1.0,Amprion,Herne 2B,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.18667755311932 51.550589070577,7.1255729106725 51.4489772588145)",0.32
155,147,107_220kV,5.75,3.0,50.0,1083001.0,0.65,37.227,37227.0,0.5,Amprion,Herdecke Süd,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(7.50597329671546 51.401592550355,7.1255729106725 51.4489772588145)",0.64
156,125_220kV,123_220kV,11.5,3.0,50.0,1083933.0,1.3,23.276,23276.0,1.0,Amprion,Stommeln Nord,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,6.70220337779745 51.0088609096753)",0.32
157,125_220kV,148,11.5,3.0,50.0,1083953.0,1.3,21.638,21638.0,1.0,Amprion,Eller Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,6.84699931064759 51.2055917698058)",0.32
158,149,150,11.5,3.0,50.0,1083959.0,1.3,20.577,20577.0,1.0,Amprion,Gremberghoven West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.19316578267403 50.798335064694,7.0473845241055 50.9055286094924)",0.32
159,145,125_220kV,11.5,3.0,50.0,1083962.0,1.3,4.849,4849.0,1.0,Amprion,Kasselberg Süd,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.93488869659333 51.0335223350589,6.96568442352005 51.0693295322353)",0.32
160,129_220kV,151,11.5,3.0,50.0,1083967.0,1.3,19.881,19881.0,1.0,Amprion,Osterath West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.62582790177014 51.2606098249047,6.70967369516713 51.0909407427733)",0.32
161,117_220kV,152,11.5,3.0,50.0,1083975.0,1.3,22.08,22080.0,1.0,Amprion,Berggeist West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.01293742640329 50.6176584938251)",0.32
162,149,120_220kV,11.5,3.0,50.0,1083988.0,1.3,51.114,51114.0,1.0,Amprion,Leuscheid Nord,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.19316578267403 50.798335064694,7.86394571365263 50.7682419129404)",0.32
163,139,87_220kV,11.5,3.0,50.0,1128368.0,1.3,11.834,11834.0,1.0,Amprion,Polsum Süd,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.03761988504233 51.5985496311832,7.06030699176008 51.6964760130648)",0.32
164,126,120,13.7,3.0,50.0,1083990.0,2.6,73.819,73819.0,1.0,Amprion,Dauersberg Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.23319684331545 51.2325069075148,7.86394571365263 50.7682419129404)",0.25
165,129_220kV,153,11.5,3.0,50.0,1083998.0,1.3,34.1,34100.0,1.0,Amprion,Fichtenhain Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.62582790177014 51.2606098249047,6.33006858948983 51.2429161503794)",0.32
166,125_220kV,147,5.75,3.0,50.0,1084000.0,0.65,119.387,119387.0,0.5,Amprion,Bigge West,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.50597329671546 51.401592550355)",0.64
167,125_220kV,154,5.75,3.0,50.0,1084001.0,0.65,9.874,9874.0,0.5,Amprion,Dünnwald West,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.0235444991641 50.999068409611)",0.64
168,149,120_220kV,11.5,3.0,50.0,1084007.0,1.3,51.114,51114.0,1.0,Amprion,Leuscheid Süd,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.19316578267403 50.798335064694,7.86394571365263 50.7682419129404)",0.32
169,130,120,13.7,3.0,50.0,1084017.0,2.6,83.781,83781.0,1.0,Amprion,Dauersberg West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.12308195236379 51.1715887782054,7.86394571365263 50.7682419129404)",0.25
170,125_220kV,155,5.75,3.0,50.0,1084020.0,0.65,121.485,121485.0,0.5,Amprion,Bigge Ost,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.72438401522458 51.4093341305984)",0.64
171,125_220kV,154,5.75,3.0,50.0,1084021.0,0.65,9.874,9874.0,0.5,Amprion,Dünnwald Ost,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.0235444991641 50.999068409611)",0.64
172,117_220kV,156_220kV,23.0,3.0,50.0,1084023.0,2.6,13.409,13409.0,2.0,Amprion,Knapsack 2b,0.04,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,4.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,6.84223115147656 50.8598647243573)",0.16
173,117_220kV,149,11.5,3.0,50.0,1084027.0,1.3,17.034,17034.0,1.0,Amprion,Troisdorf Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.19316578267403 50.798335064694)",0.32
174,154,150,5.75,3.0,50.0,1084032.0,0.65,11.403,11403.0,0.5,Amprion,Merheim Ost,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(7.0235444991641 50.999068409611,7.0473845241055 50.9055286094924)",0.64
175,154,150,5.75,3.0,50.0,1084040.0,0.65,11.403,11403.0,0.5,Amprion,Merheim West,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(7.0235444991641 50.999068409611,7.0473845241055 50.9055286094924)",0.64
176,117_220kV,149,11.5,3.0,50.0,1084046.0,1.3,17.065,17065.0,1.0,Amprion,Troisdorf West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.19316578267403 50.798335064694)",0.32
177,157,110,13.7,3.0,50.0,1084345.0,2.6,57.541,57541.0,1.0,Amprion,Gütersloh Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.364229530696 51.9271204904611,7.99288723332679 51.6837077155955)",0.25
178,119,158,13.7,3.0,50.0,1084358.0,2.6,4.315,4315.0,1.0,Amprion,Hambach 3c,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.48812326381716 50.8810703125704)",0.25
179,159,60,6.85,3.0,50.0,1086366.0,1.3,31.674,31674.0,0.5,transpower,302,0.05,302,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(8.05408735442182 53.3323026933898,8.47470704898602 53.4286511943138)",0.5
180,160_220kV,161,11.5,3.0,50.0,1086367.0,1.3,32.238,32238.0,1.0,TenneT,302,0.08,302,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.47791063608626 53.428485468955,8.05283751634017 53.3338809598955)",0.32
181,115,151,23.0,3.0,50.0,1101991.0,2.6,11.477,11477.0,2.0,Amprion,Frimmersdorf 4d,0.04,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,4.0,"SRID=4326;LINESTRING(6.57648208812114 51.0555954583116,6.70967369516713 51.0909407427733)",0.16
182,162,134,11.5,3.0,50.0,1101996.0,1.3,4.813,4813.0,1.0,Amprion,Bocklemünd Süd,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.85153113794826 50.9841704680083,6.80461158012622 50.9662452961379)",0.32
183,115,123_220kV,11.5,3.0,50.0,1101999.0,1.3,5.73,5730.0,1.0,Amprion,Frimmersdorf 3c,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.57648208812114 51.0555954583116,6.70220337779745 51.0088609096753)",0.32
184,138,87,13.7,3.0,50.0,1128370.0,2.6,12.948,12948.0,1.0,Amprion,Scholven F,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.00674987859998 51.5999114220203,7.06030699176008 51.6964760130648)",0.25
185,162,134,11.5,3.0,50.0,1102004.0,1.3,4.813,4813.0,1.0,Amprion,Bocklemünd Nord,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.85153113794826 50.9841704680083,6.80461158012622 50.9662452961379)",0.32
186,123,163,13.7,3.0,50.0,1102892.0,2.6,13.157,13157.0,1.0,Amprion,Paffendorf Süd,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.70220337779745 51.0088609096753,6.59601979462215 50.9525274624278)",0.25
187,112,164,13.7,3.0,50.0,1109593.0,2.6,10.045,10045.0,1.0,Amprion,Datteln West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.33861258614081 51.6319781250427)",0.25
188,112,165,13.7,3.0,50.0,1109595.0,2.6,34.595,34595.0,1.0,Amprion,Mengede Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.70831848872651 51.6762033088437)",0.25
