name,bus,sign,control,p_min_pu_fixed,capital_cost,p_nom_extendable,dispatch,p_nom_max,p_nom,p_nom_opt,p_nom_min,p_max_pu_fixed,efficiency,source,marginal_cost,obj
276 Wind Onshore,276,1.0,PQ,0.0,0.0,False,variable,,184.196357275,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 276 Wind Onshore
277 Wind Onshore,277,1.0,PQ,0.0,0.0,False,variable,,2.17725257842,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 277 Wind Onshore
278 Wind Onshore,278,1.0,PQ,0.0,0.0,False,variable,,309.747539939,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 278 Wind Onshore
279 Wind Onshore,279,1.0,PQ,0.0,0.0,False,variable,,45.3381444996,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 279 Wind Onshore
280 Wind Onshore,280,1.0,PQ,0.0,0.0,False,variable,,361.287178128,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 280 Wind Onshore
281 Wind Onshore,281,1.0,PQ,0.0,0.0,False,variable,,184.908863691,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 281 Wind Onshore
282 Wind Onshore,282,1.0,PQ,0.0,0.0,False,variable,,21.041995834,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 282 Wind Onshore
283 Wind Onshore,283,1.0,PQ,0.0,0.0,False,variable,,26.3040185782,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 283 Wind Onshore
284 Wind Onshore,284,1.0,PQ,0.0,0.0,False,variable,,80.2625895153,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 284 Wind Onshore
285 Wind Onshore,285,1.0,PQ,0.0,0.0,False,variable,,312.286312143,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 285 Wind Onshore
286 Wind Onshore,286,1.0,PQ,0.0,0.0,False,variable,,8.00373649707,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 286 Wind Onshore
287 Wind Onshore,287,1.0,PQ,0.0,0.0,False,variable,,56.6067861144,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 287 Wind Onshore
288 Wind Onshore,288,1.0,PQ,0.0,0.0,False,variable,,19.1437464534,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 288 Wind Onshore
289 Wind Onshore,289,1.0,PQ,0.0,0.0,False,variable,,90.6324323239,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 289 Wind Onshore
290 Wind Onshore,290,1.0,PQ,0.0,0.0,False,variable,,65.4617512662,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 290 Wind Onshore
291 Wind Onshore,291,1.0,PQ,0.0,0.0,False,variable,,23.2611396282,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 291 Wind Onshore
292 Wind Onshore,292,1.0,PQ,0.0,0.0,False,variable,,183.900991327,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 292 Wind Onshore
293 Wind Onshore,293,1.0,PQ,0.0,0.0,False,variable,,22.7753927041,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 293 Wind Onshore
294 Wind Onshore,294,1.0,PQ,0.0,0.0,False,variable,,14.8624625268,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 294 Wind Onshore
295 Wind Onshore,295,1.0,PQ,0.0,0.0,False,variable,,55.203005489,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 295 Wind Onshore
296 Wind Onshore,296,1.0,PQ,0.0,0.0,False,variable,,72.2615011628,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 296 Wind Onshore
297 Wind Onshore,297,1.0,PQ,0.0,0.0,False,variable,,3.72833415772,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 297 Wind Onshore
298 Wind Onshore,298,1.0,PQ,0.0,0.0,False,variable,,14.1519709781,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 298 Wind Onshore
299 Wind Onshore,299,1.0,PQ,0.0,0.0,False,variable,,84.7211131569,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 299 Wind Onshore
300 Wind Onshore,300,1.0,PQ,0.0,0.0,False,variable,,212.881786052,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 300 Wind Onshore
301 Wind Onshore,301,1.0,PQ,0.0,0.0,False,variable,,104.044498236,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 301 Wind Onshore
302 Wind Onshore,302,1.0,PQ,0.0,0.0,False,variable,,20.1649387845,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 302 Wind Onshore
303 Wind Onshore,303,1.0,PQ,0.0,0.0,False,variable,,36.1505259071,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 303 Wind Onshore
304 Wind Onshore,304,1.0,PQ,0.0,0.0,False,variable,,191.338160174,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 304 Wind Onshore
305 Wind Onshore,305,1.0,PQ,0.0,0.0,False,variable,,0.521701042885,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 305 Wind Onshore
306 Wind Onshore,306,1.0,PQ,0.0,0.0,False,variable,,0.352408777539,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 306 Wind Onshore
307 Wind Onshore,307,1.0,PQ,0.0,0.0,False,variable,,0.000148913537815,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 307 Wind Onshore
308 Wind Onshore,308,1.0,PQ,0.0,0.0,False,variable,,30.7192687246,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 308 Wind Onshore
309 Wind Onshore,309,1.0,PQ,0.0,0.0,False,variable,,74.7340581844,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 309 Wind Onshore
310 Wind Onshore,310,1.0,PQ,0.0,0.0,False,variable,,6.3766810558,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 310 Wind Onshore
311 Wind Onshore,311,1.0,PQ,0.0,0.0,False,variable,,112.625243427,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 311 Wind Onshore
312 Wind Onshore,312,1.0,PQ,0.0,0.0,False,variable,,47.2097391159,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 312 Wind Onshore
313 Wind Onshore,313,1.0,PQ,0.0,0.0,False,variable,,36.6282061745,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 313 Wind Onshore
314 Wind Onshore,314,1.0,PQ,0.0,0.0,False,variable,,3.42757127965,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 314 Wind Onshore
315 Wind Onshore,315,1.0,PQ,0.0,0.0,False,variable,,1.14468484415,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 315 Wind Onshore
316 Wind Onshore,316,1.0,PQ,0.0,0.0,False,variable,,5.09251231743,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 316 Wind Onshore
317 Wind Onshore,317,1.0,PQ,0.0,0.0,False,variable,,0.153589797613,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 317 Wind Onshore
318 Wind Onshore,318,1.0,PQ,0.0,0.0,False,variable,,37.3193946977,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 318 Wind Onshore
319 Wind Onshore,319,1.0,PQ,0.0,0.0,False,variable,,44.0011188717,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 319 Wind Onshore
320 Wind Onshore,320,1.0,PQ,0.0,0.0,False,variable,,1.23109415845,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 320 Wind Onshore
321 Wind Onshore,321,1.0,PQ,0.0,0.0,False,variable,,2.16381915148,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 321 Wind Onshore
322 Wind Onshore,322,1.0,PQ,0.0,0.0,False,variable,,7.74943868105,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 322 Wind Onshore
323 Wind Onshore,323,1.0,PQ,0.0,0.0,False,variable,,48.7412371587,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 323 Wind Onshore
324 Wind Onshore,324,1.0,PQ,0.0,0.0,False,variable,,84.2552127629,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 324 Wind Onshore
325 Wind Onshore,325,1.0,PQ,0.0,0.0,False,variable,,23.4824407348,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 325 Wind Onshore
326 Wind Onshore,326,1.0,PQ,0.0,0.0,False,variable,,56.1965340488,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 326 Wind Onshore
327 Wind Onshore,327,1.0,PQ,0.0,0.0,False,variable,,161.032147549,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 327 Wind Onshore
328 Wind Onshore,328,1.0,PQ,0.0,0.0,False,variable,,0.00410199037072,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 328 Wind Onshore
329 Wind Onshore,329,1.0,PQ,0.0,0.0,False,variable,,0.401612165551,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 329 Wind Onshore
330 Wind Onshore,330,1.0,PQ,0.0,0.0,False,variable,,2.01088489891,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 330 Wind Onshore
331 Wind Onshore,331,1.0,PQ,0.0,0.0,False,variable,,3.25328389622,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 331 Wind Onshore
332 Wind Onshore,332,1.0,PQ,0.0,0.0,False,variable,,0.793818929497,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 332 Wind Onshore
333 Wind Onshore,333,1.0,PQ,0.0,0.0,False,variable,,922.033001712,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 333 Wind Onshore
334 Wind Onshore,334,1.0,PQ,0.0,0.0,False,variable,,14.6131138526,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 334 Wind Onshore
335 Wind Onshore,335,1.0,PQ,0.0,0.0,False,variable,,27.3950308738,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 335 Wind Onshore
336 Wind Onshore,336,1.0,PQ,0.0,0.0,False,variable,,72.9045443951,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 336 Wind Onshore
337 Wind Onshore,337,1.0,PQ,0.0,0.0,False,variable,,2.69684049359,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 337 Wind Onshore
338 Wind Onshore,338,1.0,PQ,0.0,0.0,False,variable,,23.9039780973,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 338 Wind Onshore
339 Wind Onshore,339,1.0,PQ,0.0,0.0,False,variable,,14.2602993648,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 339 Wind Onshore
340 Wind Onshore,340,1.0,PQ,0.0,0.0,False,variable,,79.6829979075,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 340 Wind Onshore
341 Wind Onshore,341,1.0,PQ,0.0,0.0,False,variable,,140.220485816,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 341 Wind Onshore
342 Wind Onshore,342,1.0,PQ,0.0,0.0,False,variable,,183.326827695,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 342 Wind Onshore
343 Wind Onshore,343,1.0,PQ,0.0,0.0,False,variable,,4.50890144167,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 343 Wind Onshore
344 Wind Onshore,344,1.0,PQ,0.0,0.0,False,variable,,93.3628117392,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 344 Wind Onshore
345 Wind Onshore,345,1.0,PQ,0.0,0.0,False,variable,,37.4842617065,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 345 Wind Onshore
346 Wind Onshore,346,1.0,PQ,0.0,0.0,False,variable,,1.10696774683,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 346 Wind Onshore
347 Wind Onshore,347,1.0,PQ,0.0,0.0,False,variable,,4.11197624415,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 347 Wind Onshore
348 Wind Onshore,348,1.0,PQ,0.0,0.0,False,variable,,4.88115272495,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 348 Wind Onshore
349 Wind Onshore,349,1.0,PQ,0.0,0.0,False,variable,,22.3984946474,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 349 Wind Onshore
350 Wind Onshore,350,1.0,PQ,0.0,0.0,False,variable,,155.380431704,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 350 Wind Onshore
351 Wind Onshore,351,1.0,PQ,0.0,0.0,False,variable,,54.1265046365,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 351 Wind Onshore
352 Wind Onshore,352,1.0,PQ,0.0,0.0,False,variable,,3.94040115759,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 352 Wind Onshore
353 Wind Onshore,353,1.0,PQ,0.0,0.0,False,variable,,6.81681731951,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 353 Wind Onshore
354 Wind Onshore,354,1.0,PQ,0.0,0.0,False,variable,,2.1357206387,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 354 Wind Onshore
355 Wind Onshore,355,1.0,PQ,0.0,0.0,False,variable,,23.4438446048,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 355 Wind Onshore
356 Wind Onshore,356,1.0,PQ,0.0,0.0,False,variable,,60.0829818906,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 356 Wind Onshore
357 Wind Onshore,357,1.0,PQ,0.0,0.0,False,variable,,4.76025422083,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 357 Wind Onshore
358 Wind Onshore,358,1.0,PQ,0.0,0.0,False,variable,,4.22239290809,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 358 Wind Onshore
359 Wind Onshore,359,1.0,PQ,0.0,0.0,False,variable,,9.59430349524,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 359 Wind Onshore
361 Wind Onshore,361,1.0,PQ,0.0,0.0,False,variable,,0.00388133920254,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 361 Wind Onshore
362 Wind Onshore,362,1.0,PQ,0.0,0.0,False,variable,,0.00113529579037,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 362 Wind Onshore
363 Wind Onshore,363,1.0,PQ,0.0,0.0,False,variable,,1.78141966749,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 363 Wind Onshore
364 Wind Onshore,364,1.0,PQ,0.0,0.0,False,variable,,0.261423786856,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 364 Wind Onshore
365 Wind Onshore,365,1.0,PQ,0.0,0.0,False,variable,,1.45882065261,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 365 Wind Onshore
366 Wind Onshore,366,1.0,PQ,0.0,0.0,False,variable,,3.31673876015,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 366 Wind Onshore
367 Wind Onshore,367,1.0,PQ,0.0,0.0,False,variable,,1.63332322118,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 367 Wind Onshore
368 Wind Onshore,368,1.0,PQ,0.0,0.0,False,variable,,11.5366694306,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 368 Wind Onshore
369 Wind Onshore,369,1.0,PQ,0.0,0.0,False,variable,,210.158230542,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 369 Wind Onshore
370 Wind Onshore,370,1.0,PQ,0.0,0.0,False,variable,,30.8329846829,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 370 Wind Onshore
371 Wind Onshore,371,1.0,PQ,0.0,0.0,False,variable,,11.9854862278,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 371 Wind Onshore
372 Wind Onshore,372,1.0,PQ,0.0,0.0,False,variable,,7.67210756028,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 372 Wind Onshore
373 Wind Onshore,373,1.0,PQ,0.0,0.0,False,variable,,2.45532361738,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 373 Wind Onshore
374 Wind Onshore,374,1.0,PQ,0.0,0.0,False,variable,,23.6912231121,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 374 Wind Onshore
375 Wind Onshore,375,1.0,PQ,0.0,0.0,False,variable,,1.94116042159,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 375 Wind Onshore
376 Wind Onshore,376,1.0,PQ,0.0,0.0,False,variable,,16.2613746537,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 376 Wind Onshore
377 Wind Onshore,377,1.0,PQ,0.0,0.0,False,variable,,18.8562322999,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 377 Wind Onshore
378 Wind Onshore,378,1.0,PQ,0.0,0.0,False,variable,,0.161116290382,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 378 Wind Onshore
379 Wind Onshore,379,1.0,PQ,0.0,0.0,False,variable,,0.870578697272,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 379 Wind Onshore
380 Wind Onshore,380,1.0,PQ,0.0,0.0,False,variable,,165.839501327,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 380 Wind Onshore
381 Wind Onshore,381,1.0,PQ,0.0,0.0,False,variable,,12.3291123381,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 381 Wind Onshore
382 Wind Onshore,382,1.0,PQ,0.0,0.0,False,variable,,101.862721646,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 382 Wind Onshore
383 Wind Onshore,383,1.0,PQ,0.0,0.0,False,variable,,87.0900962834,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 383 Wind Onshore
384 Wind Onshore,384,1.0,PQ,0.0,0.0,False,variable,,117.45608112,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 384 Wind Onshore
385 Wind Onshore,385,1.0,PQ,0.0,0.0,False,variable,,6.15272307368,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 385 Wind Onshore
386 Wind Onshore,386,1.0,PQ,0.0,0.0,False,variable,,55.6816108028,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 386 Wind Onshore
387 Wind Onshore,387,1.0,PQ,0.0,0.0,False,variable,,49.1877683742,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 387 Wind Onshore
388 Wind Onshore,388,1.0,PQ,0.0,0.0,False,variable,,14.7827839527,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 388 Wind Onshore
389 Wind Onshore,389,1.0,PQ,0.0,0.0,False,variable,,180.557317446,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 389 Wind Onshore
390 Wind Onshore,390,1.0,PQ,0.0,0.0,False,variable,,28.9160400921,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 390 Wind Onshore
391 Wind Onshore,391,1.0,PQ,0.0,0.0,False,variable,,20.5979900571,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 391 Wind Onshore
392 Wind Onshore,392,1.0,PQ,0.0,0.0,False,variable,,0.228830309621,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 392 Wind Onshore
393 Wind Onshore,393,1.0,PQ,0.0,0.0,False,variable,,25.3846876037,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 393 Wind Onshore
394 Wind Onshore,394,1.0,PQ,0.0,0.0,False,variable,,44.2796148305,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 394 Wind Onshore
395 Wind Onshore,395,1.0,PQ,0.0,0.0,False,variable,,1.2007745384,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 395 Wind Onshore
396 Wind Onshore,396,1.0,PQ,0.0,0.0,False,variable,,3.13090489584,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 396 Wind Onshore
397 Wind Onshore,397,1.0,PQ,0.0,0.0,False,variable,,26.1861269392,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 397 Wind Onshore
398 Wind Onshore,398,1.0,PQ,0.0,0.0,False,variable,,115.306382332,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 398 Wind Onshore
399 Wind Onshore,399,1.0,PQ,0.0,0.0,False,variable,,0.826067449451,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 399 Wind Onshore
400 Wind Onshore,400,1.0,PQ,0.0,0.0,False,variable,,9.72324221192,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 400 Wind Onshore
401 Wind Onshore,401,1.0,PQ,0.0,0.0,False,variable,,58.4359105953,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 401 Wind Onshore
402 Wind Onshore,402,1.0,PQ,0.0,0.0,False,variable,,190.224968691,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 402 Wind Onshore
403 Wind Onshore,403,1.0,PQ,0.0,0.0,False,variable,,0.000112701990696,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 403 Wind Onshore
404 Wind Onshore,404,1.0,PQ,0.0,0.0,False,variable,,0.00169445319712,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 404 Wind Onshore
405 Wind Onshore,405,1.0,PQ,0.0,0.0,False,variable,,0.73416407849,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 405 Wind Onshore
406 Wind Onshore,406,1.0,PQ,0.0,0.0,False,variable,,0.0241741210634,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 406 Wind Onshore
409 Wind Onshore,409,1.0,PQ,0.0,0.0,False,variable,,0.22551909817,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 409 Wind Onshore
410 Wind Onshore,410,1.0,PQ,0.0,0.0,False,variable,,3.96228834114,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 410 Wind Onshore
411 Wind Onshore,411,1.0,PQ,0.0,0.0,False,variable,,206.928561956,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 411 Wind Onshore
412 Wind Onshore,412,1.0,PQ,0.0,0.0,False,variable,,400.986191491,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 412 Wind Onshore
413 Wind Onshore,413,1.0,PQ,0.0,0.0,False,variable,,0.0139216401596,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 413 Wind Onshore
414 Wind Onshore,414,1.0,PQ,0.0,0.0,False,variable,,22.6803317864,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 414 Wind Onshore
415 Wind Onshore,415,1.0,PQ,0.0,0.0,False,variable,,33.5764495454,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 415 Wind Onshore
416 Wind Onshore,416,1.0,PQ,0.0,0.0,False,variable,,0.0947566714235,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 416 Wind Onshore
417 Wind Onshore,417,1.0,PQ,0.0,0.0,False,variable,,0.0072084868812,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 417 Wind Onshore
418 Wind Onshore,418,1.0,PQ,0.0,0.0,False,variable,,0.61492323141,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 418 Wind Onshore
421 Wind Onshore,421,1.0,PQ,0.0,0.0,False,variable,,0.000149417553017,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 421 Wind Onshore
423 Wind Onshore,423,1.0,PQ,0.0,0.0,False,variable,,0.147397077031,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 423 Wind Onshore
424 Wind Onshore,424,1.0,PQ,0.0,0.0,False,variable,,1.65231140811,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 424 Wind Onshore
425 Wind Onshore,425,1.0,PQ,0.0,0.0,False,variable,,72.9928795749,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 425 Wind Onshore
426 Wind Onshore,426,1.0,PQ,0.0,0.0,False,variable,,56.1216463759,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 426 Wind Onshore
427 Wind Onshore,427,1.0,PQ,0.0,0.0,False,variable,,0.23050240738,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 427 Wind Onshore
428 Wind Onshore,428,1.0,PQ,0.0,0.0,False,variable,,62.6156408354,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 428 Wind Onshore
429 Wind Onshore,429,1.0,PQ,0.0,0.0,False,variable,,16.3276068175,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 429 Wind Onshore
430 Wind Onshore,430,1.0,PQ,0.0,0.0,False,variable,,62.7462556278,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 430 Wind Onshore
431 Wind Onshore,431,1.0,PQ,0.0,0.0,False,variable,,75.2749092991,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 431 Wind Onshore
432 Wind Onshore,432,1.0,PQ,0.0,0.0,False,variable,,0.0352133018203,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 432 Wind Onshore
433 Wind Onshore,433,1.0,PQ,0.0,0.0,False,variable,,0.0598020558764,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 433 Wind Onshore
434 Wind Onshore,434,1.0,PQ,0.0,0.0,False,variable,,0.00018660618208,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 434 Wind Onshore
435 Wind Onshore,435,1.0,PQ,0.0,0.0,False,variable,,0.992889607194,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 435 Wind Onshore
436 Wind Onshore,436,1.0,PQ,0.0,0.0,False,variable,,40.8909944264,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 436 Wind Onshore
437 Wind Onshore,437,1.0,PQ,0.0,0.0,False,variable,,2.13747376134,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 437 Wind Onshore
438 Wind Onshore,438,1.0,PQ,0.0,0.0,False,variable,,7.58533227763,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 438 Wind Onshore
439 Wind Onshore,439,1.0,PQ,0.0,0.0,False,variable,,0.339787561787,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 439 Wind Onshore
440 Wind Onshore,440,1.0,PQ,0.0,0.0,False,variable,,60.3745073348,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 440 Wind Onshore
441 Wind Onshore,441,1.0,PQ,0.0,0.0,False,variable,,190.132713018,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 441 Wind Onshore
442 Wind Onshore,442,1.0,PQ,0.0,0.0,False,variable,,34.1245338146,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 442 Wind Onshore
443 Wind Onshore,443,1.0,PQ,0.0,0.0,False,variable,,82.2465776461,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 443 Wind Onshore
444 Wind Onshore,444,1.0,PQ,0.0,0.0,False,variable,,47.4562564747,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 444 Wind Onshore
445 Wind Onshore,445,1.0,PQ,0.0,0.0,False,variable,,169.51027797,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 445 Wind Onshore
446 Wind Onshore,446,1.0,PQ,0.0,0.0,False,variable,,159.750933639,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 446 Wind Onshore
447 Wind Onshore,447,1.0,PQ,0.0,0.0,False,variable,,195.136791903,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 447 Wind Onshore
448 Wind Onshore,448,1.0,PQ,0.0,0.0,False,variable,,0.758204418293,0.0,0.0,1.0,1.0,Wind Onshore,0.0,Generator 448 Wind Onshore
