,VIC,VIC,SA,SA,NSW,NSW
2011-01-16 16:00:00,0.48,0.0,0.474,0.0,0.345,0.0
2011-01-16 17:00:00,0.476,0.0,0.447,0.0,0.369,0.0
2011-01-16 18:00:00,0.47,0.0,0.42,0.0,0.373,0.0
2011-01-16 19:00:00,0.465,0.0,0.405,0.0,0.379,0.0
2011-01-16 20:00:00,0.45,0.001,0.399,0.0,0.377,0.002
2011-01-16 21:00:00,0.458,0.055,0.38,0.008,0.345,0.068
2011-01-16 22:00:00,0.562,0.187,0.391,0.096,0.323,0.222
2011-01-16 23:00:00,0.612,0.321,0.347,0.252,0.29,0.391
2011-01-17 00:00:00,0.616,0.394,0.289,0.404,0.276,0.528
2011-01-17 01:00:00,0.607,0.471,0.25,0.528,0.277,0.608
2011-01-17 02:00:00,0.607,0.517,0.222,0.615,0.289,0.652
2011-01-17 03:00:00,0.62,0.539,0.209,0.656,0.305,0.66
2011-01-17 04:00:00,0.646,0.532,0.21,0.656,0.312,0.621
2011-01-17 05:00:00,0.657,0.498,0.225,0.615,0.317,0.549
2011-01-17 06:00:00,0.66,0.401,0.256,0.529,0.319,0.44
2011-01-17 07:00:00,0.637,0.277,0.303,0.405,0.33,0.286
2011-01-17 08:00:00,0.591,0.138,0.357,0.234,0.324,0.106
2011-01-17 09:00:00,0.511,0.039,0.411,0.059,0.315,0.02
2011-01-17 10:00:00,0.446,0.0,0.456,0.007,0.318,0.0
2011-01-17 11:00:00,0.409,0.0,0.508,0.0,0.374,0.0
2011-01-17 12:00:00,0.377,0.0,0.505,0.0,0.408,0.0
2011-01-17 13:00:00,0.35,0.0,0.465,0.0,0.402,0.0
2011-01-17 14:00:00,0.328,0.0,0.416,0.0,0.38,0.0
2011-01-17 15:00:00,0.302,0.0,0.363,0.0,0.346,0.0
2011-01-17 16:00:00,0.273,0.0,0.319,0.0,0.323,0.0
2011-01-17 17:00:00,0.251,0.0,0.278,0.0,0.3,0.0
2011-01-17 18:00:00,0.248,0.0,0.261,0.0,0.281,0.0
2011-01-17 19:00:00,0.245,0.0,0.249,0.0,0.266,0.0
2011-01-17 20:00:00,0.242,0.002,0.24,0.0,0.247,0.002
2011-01-17 21:00:00,0.221,0.058,0.219,0.008,0.187,0.064
2011-01-17 22:00:00,0.202,0.188,0.145,0.097,0.13,0.215
2011-01-17 23:00:00,0.188,0.332,0.12,0.251,0.117,0.38
2011-01-18 00:00:00,0.175,0.421,0.086,0.399,0.096,0.516
2011-01-18 01:00:00,0.174,0.516,0.055,0.514,0.078,0.611
2011-01-18 02:00:00,0.184,0.59,0.037,0.601,0.069,0.663
2011-01-18 03:00:00,0.197,0.621,0.033,0.644,0.067,0.67
2011-01-18 04:00:00,0.203,0.621,0.051,0.651,0.066,0.646
2011-01-18 05:00:00,0.191,0.551,0.087,0.613,0.069,0.566
2011-01-18 06:00:00,0.189,0.455,0.136,0.526,0.075,0.454
2011-01-18 07:00:00,0.191,0.307,0.196,0.396,0.085,0.299
2011-01-18 08:00:00,0.185,0.148,0.27,0.232,0.093,0.109
2011-01-18 09:00:00,0.169,0.037,0.355,0.06,0.118,0.02
2011-01-18 10:00:00,0.15,0.0,0.435,0.006,0.152,0.0
2011-01-18 11:00:00,0.155,0.0,0.477,0.0,0.192,0.0
2011-01-18 12:00:00,0.157,0.0,0.487,0.0,0.22,0.0
2011-01-18 13:00:00,0.148,0.0,0.471,0.0,0.223,0.0
2011-01-18 14:00:00,0.136,0.0,0.441,0.0,0.221,0.0
2011-01-18 15:00:00,0.131,0.0,0.407,0.0,0.207,0.0
2011-01-18 16:00:00,0.123,0.0,0.364,0.0,0.198,0.0
2011-01-18 17:00:00,0.113,0.0,0.322,0.0,0.198,0.0
2011-01-18 18:00:00,0.108,0.0,0.292,0.0,0.195,0.0
2011-01-18 19:00:00,0.109,0.0,0.266,0.0,0.186,0.0
2011-01-18 20:00:00,0.112,0.001,0.253,0.0,0.169,0.002
2011-01-18 21:00:00,0.094,0.055,0.221,0.008,0.12,0.059
2011-01-18 22:00:00,0.078,0.193,0.141,0.097,0.071,0.197
2011-01-18 23:00:00,0.071,0.341,0.114,0.254,0.065,0.353
2011-01-19 00:00:00,0.062,0.446,0.089,0.411,0.063,0.492
2011-01-19 01:00:00,0.066,0.539,0.069,0.538,0.062,0.572
2011-01-19 02:00:00,0.07,0.615,0.058,0.625,0.067,0.628
2011-01-19 03:00:00,0.081,0.644,0.055,0.667,0.081,0.644
2011-01-19 04:00:00,0.088,0.639,0.06,0.672,0.094,0.613
2011-01-19 05:00:00,0.092,0.59,0.07,0.631,0.11,0.541
2011-01-19 06:00:00,0.095,0.493,0.087,0.544,0.125,0.433
2011-01-19 07:00:00,0.099,0.355,0.114,0.414,0.143,0.287
2011-01-19 08:00:00,0.106,0.167,0.153,0.24,0.163,0.108
2011-01-19 09:00:00,0.113,0.03,0.203,0.058,0.187,0.019
2011-01-19 10:00:00,0.113,0.0,0.27,0.006,0.225,0.0
2011-01-19 11:00:00,0.125,0.0,0.356,0.0,0.277,0.0
2011-01-19 12:00:00,0.127,0.0,0.419,0.0,0.316,0.0
2011-01-19 13:00:00,0.133,0.0,0.448,0.0,0.332,0.0
2011-01-19 14:00:00,0.14,0.0,0.449,0.0,0.335,0.0
2011-01-19 15:00:00,0.143,0.0,0.444,0.0,0.325,0.0
2011-01-19 16:00:00,0.134,0.0,0.428,0.0,0.306,0.0
2011-01-19 17:00:00,0.126,0.0,0.418,0.0,0.281,0.0
2011-01-19 18:00:00,0.129,0.0,0.417,0.0,0.264,0.0
2011-01-19 19:00:00,0.14,0.0,0.43,0.0,0.248,0.0
2011-01-19 20:00:00,0.157,0.001,0.45,0.0,0.233,0.001
2011-01-19 21:00:00,0.158,0.06,0.464,0.008,0.189,0.057
2011-01-19 22:00:00,0.151,0.22,0.382,0.1,0.101,0.195
2011-01-19 23:00:00,0.138,0.4,0.351,0.263,0.078,0.351
2011-01-20 00:00:00,0.146,0.537,0.392,0.421,0.063,0.481
2011-01-20 01:00:00,0.159,0.636,0.402,0.542,0.045,0.557
2011-01-20 02:00:00,0.172,0.68,0.324,0.625,0.033,0.602
2011-01-20 03:00:00,0.188,0.706,0.223,0.662,0.032,0.617
2011-01-20 04:00:00,0.209,0.685,0.155,0.66,0.039,0.589
2011-01-20 05:00:00,0.227,0.613,0.122,0.616,0.048,0.525
2011-01-20 06:00:00,0.242,0.515,0.123,0.525,0.062,0.419
2011-01-20 07:00:00,0.253,0.358,0.15,0.397,0.08,0.284
2011-01-20 08:00:00,0.262,0.166,0.199,0.228,0.109,0.107
2011-01-20 09:00:00,0.289,0.028,0.261,0.056,0.173,0.019
2011-01-20 10:00:00,0.273,0.0,0.363,0.006,0.224,0.0
2011-01-20 11:00:00,0.303,0.0,0.464,0.0,0.271,0.0
2011-01-20 12:00:00,0.321,0.0,0.549,0.0,0.294,0.0
2011-01-20 13:00:00,0.348,0.0,0.621,0.0,0.305,0.0
2011-01-20 14:00:00,0.369,0.0,0.657,0.0,0.31,0.0
2011-01-20 15:00:00,0.351,0.0,0.647,0.0,0.308,0.0
2011-01-20 16:00:00,0.331,0.0,0.607,0.0,0.294,0.0
2011-01-20 17:00:00,0.31,0.0,0.544,0.0,0.277,0.0
2011-01-20 18:00:00,0.307,0.0,0.476,0.0,0.264,0.0
2011-01-20 19:00:00,0.332,0.0,0.426,0.0,0.261,0.0
2011-01-20 20:00:00,0.346,0.002,0.398,0.0,0.265,0.002
2011-01-20 21:00:00,0.339,0.06,0.376,0.007,0.231,0.066
2011-01-20 22:00:00,0.306,0.195,0.346,0.093,0.156,0.215
2011-01-20 23:00:00,0.262,0.345,0.312,0.246,0.132,0.38
2011-01-21 00:00:00,0.231,0.481,0.299,0.403,0.123,0.514
2011-01-21 01:00:00,0.214,0.566,0.28,0.524,0.094,0.601
2011-01-21 02:00:00,0.21,0.646,0.256,0.611,0.067,0.634
2011-01-21 03:00:00,0.229,0.667,0.239,0.653,0.053,0.626
2011-01-21 04:00:00,0.257,0.647,0.244,0.655,0.049,0.594
2011-01-21 05:00:00,0.281,0.565,0.261,0.613,0.049,0.526
2011-01-21 06:00:00,0.305,0.471,0.288,0.532,0.052,0.419
2011-01-21 07:00:00,0.331,0.327,0.33,0.403,0.056,0.277
2011-01-21 08:00:00,0.368,0.154,0.39,0.235,0.068,0.102
2011-01-21 09:00:00,0.399,0.028,0.46,0.058,0.09,0.018
2011-01-21 10:00:00,0.393,0.0,0.526,0.006,0.128,0.0
2011-01-21 11:00:00,0.439,0.0,0.581,0.0,0.152,0.0
2011-01-21 12:00:00,0.445,0.0,0.607,0.0,0.171,0.0
2011-01-21 13:00:00,0.428,0.0,0.597,0.0,0.192,0.0
2011-01-21 14:00:00,0.396,0.0,0.566,0.0,0.206,0.0
2011-01-21 15:00:00,0.363,0.0,0.527,0.0,0.207,0.0
2011-01-21 16:00:00,0.342,0.0,0.477,0.0,0.199,0.0
2011-01-21 17:00:00,0.328,0.0,0.431,0.0,0.195,0.0
2011-01-21 18:00:00,0.337,0.0,0.387,0.0,0.184,0.0
2011-01-21 19:00:00,0.35,0.0,0.344,0.0,0.175,0.0
2011-01-21 20:00:00,0.359,0.001,0.312,0.0,0.161,0.002
2011-01-21 21:00:00,0.331,0.052,0.28,0.006,0.121,0.063
2011-01-21 22:00:00,0.29,0.191,0.218,0.092,0.053,0.209
2011-01-21 23:00:00,0.282,0.351,0.168,0.252,0.047,0.371
2011-01-22 00:00:00,0.278,0.476,0.143,0.406,0.048,0.498
2011-01-22 01:00:00,0.287,0.583,0.121,0.529,0.039,0.585
2011-01-22 02:00:00,0.29,0.644,0.114,0.61,0.031,0.625
2011-01-22 03:00:00,0.304,0.648,0.118,0.644,0.03,0.617
2011-01-22 04:00:00,0.322,0.633,0.131,0.643,0.034,0.581
2011-01-22 05:00:00,0.341,0.571,0.15,0.602,0.038,0.508
2011-01-22 06:00:00,0.365,0.453,0.168,0.515,0.046,0.396
2011-01-22 07:00:00,0.386,0.314,0.198,0.392,0.055,0.258
2011-01-22 08:00:00,0.403,0.154,0.234,0.228,0.059,0.098
2011-01-22 09:00:00,0.417,0.028,0.276,0.058,0.074,0.019
2011-01-22 10:00:00,0.463,0.0,0.35,0.006,0.096,0.0
2011-01-22 11:00:00,0.479,0.0,0.399,0.0,0.127,0.0
2011-01-22 12:00:00,0.472,0.0,0.422,0.0,0.155,0.0
2011-01-22 13:00:00,0.438,0.0,0.414,0.0,0.187,0.0
2011-01-22 14:00:00,0.391,0.0,0.396,0.0,0.212,0.0
2011-01-22 15:00:00,0.348,0.0,0.362,0.0,0.228,0.0
2011-01-22 16:00:00,0.32,0.0,0.329,0.0,0.235,0.0
2011-01-22 17:00:00,0.292,0.0,0.294,0.0,0.234,0.0
2011-01-22 18:00:00,0.264,0.0,0.251,0.0,0.224,0.0
2011-01-22 19:00:00,0.235,0.0,0.205,0.0,0.209,0.0
2011-01-22 20:00:00,0.221,0.001,0.168,0.0,0.191,0.002
2011-01-22 21:00:00,0.2,0.044,0.132,0.006,0.143,0.062
2011-01-22 22:00:00,0.149,0.168,0.078,0.092,0.074,0.214
2011-01-22 23:00:00,0.132,0.324,0.041,0.251,0.074,0.381
2011-01-23 00:00:00,0.115,0.446,0.034,0.409,0.078,0.514
2011-01-23 01:00:00,0.095,0.563,0.032,0.53,0.073,0.6
2011-01-23 02:00:00,0.07,0.638,0.029,0.613,0.072,0.646
2011-01-23 03:00:00,0.051,0.674,0.031,0.653,0.075,0.632
2011-01-23 04:00:00,0.041,0.663,0.039,0.652,0.077,0.566
2011-01-23 05:00:00,0.039,0.603,0.059,0.607,0.076,0.494
2011-01-23 06:00:00,0.042,0.502,0.091,0.517,0.073,0.391
2011-01-23 07:00:00,0.041,0.357,0.135,0.391,0.069,0.261
2011-01-23 08:00:00,0.045,0.167,0.186,0.226,0.068,0.099
2011-01-23 09:00:00,0.064,0.029,0.256,0.058,0.084,0.017
2011-01-23 10:00:00,0.13,0.0,0.38,0.005,0.147,0.0
2011-01-23 11:00:00,0.148,0.0,0.421,0.0,0.191,0.0
2011-01-23 12:00:00,0.141,0.0,0.442,0.0,0.226,0.0
2011-01-23 13:00:00,0.141,0.0,0.447,0.0,0.239,0.0
2011-01-23 14:00:00,0.193,0.0,0.437,0.0,0.241,0.0
2011-01-23 15:00:00,0.255,0.0,0.409,0.0,0.248,0.0
2011-01-23 16:00:00,0.301,0.0,0.365,0.0,0.258,0.0
2011-01-23 17:00:00,0.374,0.0,0.322,0.0,0.269,0.0
2011-01-23 18:00:00,0.442,0.0,0.294,0.0,0.271,0.0
2011-01-23 19:00:00,0.468,0.0,0.274,0.0,0.274,0.0
2011-01-23 20:00:00,0.464,0.0,0.256,0.0,0.29,0.002
2011-01-23 21:00:00,0.463,0.017,0.241,0.005,0.297,0.054
2011-01-23 22:00:00,0.471,0.087,0.214,0.082,0.232,0.179
2011-01-23 23:00:00,0.479,0.197,0.189,0.231,0.266,0.329
2011-01-24 00:00:00,0.448,0.264,0.176,0.382,0.302,0.437
2011-01-24 01:00:00,0.408,0.373,0.169,0.502,0.32,0.528
2011-01-24 02:00:00,0.361,0.451,0.141,0.584,0.312,0.576
2011-01-24 03:00:00,0.323,0.484,0.115,0.626,0.289,0.577
2011-01-24 04:00:00,0.29,0.502,0.093,0.63,0.273,0.53
2011-01-24 05:00:00,0.248,0.487,0.084,0.597,0.257,0.459
2011-01-24 06:00:00,0.227,0.448,0.089,0.514,0.228,0.364
2011-01-24 07:00:00,0.229,0.341,0.103,0.392,0.2,0.25
2011-01-24 08:00:00,0.228,0.17,0.123,0.227,0.17,0.103
2011-01-24 09:00:00,0.215,0.037,0.154,0.056,0.177,0.017
2011-01-24 10:00:00,0.219,0.0,0.199,0.005,0.239,0.0
2011-01-24 11:00:00,0.188,0.0,0.271,0.0,0.283,0.0
2011-01-24 12:00:00,0.147,0.0,0.32,0.0,0.292,0.0
2011-01-24 13:00:00,0.108,0.0,0.347,0.0,0.277,0.0
2011-01-24 14:00:00,0.071,0.0,0.372,0.0,0.259,0.0
2011-01-24 15:00:00,0.044,0.0,0.397,0.0,0.234,0.0
2011-01-24 16:00:00,0.033,0.0,0.417,0.0,0.201,0.0
2011-01-24 17:00:00,0.023,0.0,0.422,0.0,0.171,0.0
2011-01-24 18:00:00,0.02,0.0,0.43,0.0,0.149,0.0
2011-01-24 19:00:00,0.019,0.0,0.426,0.0,0.128,0.0
2011-01-24 20:00:00,0.017,0.001,0.427,0.0,0.115,0.001
2011-01-24 21:00:00,0.01,0.054,0.429,0.005,0.092,0.057
2011-01-24 22:00:00,0.002,0.201,0.394,0.084,0.045,0.204
2011-01-24 23:00:00,0.002,0.361,0.362,0.233,0.048,0.37
2011-01-25 00:00:00,0.004,0.489,0.445,0.382,0.068,0.507
2011-01-25 01:00:00,0.005,0.598,0.538,0.502,0.082,0.594
2011-01-25 02:00:00,0.007,0.656,0.578,0.583,0.088,0.649
2011-01-25 03:00:00,0.013,0.642,0.579,0.615,0.088,0.66
2011-01-25 04:00:00,0.024,0.611,0.571,0.619,0.091,0.632
2011-01-25 05:00:00,0.041,0.525,0.552,0.574,0.091,0.56
2011-01-25 06:00:00,0.049,0.424,0.541,0.488,0.091,0.447
2011-01-25 07:00:00,0.057,0.294,0.535,0.347,0.09,0.291
2011-01-25 08:00:00,0.065,0.143,0.538,0.203,0.088,0.106
2011-01-25 09:00:00,0.123,0.029,0.534,0.055,0.091,0.016
2011-01-25 10:00:00,0.204,0.0,0.513,0.005,0.119,0.0
2011-01-25 11:00:00,0.202,0.0,0.517,0.0,0.182,0.0
2011-01-25 12:00:00,0.179,0.0,0.525,0.0,0.259,0.0
2011-01-25 13:00:00,0.143,0.0,0.52,0.0,0.324,0.0
2011-01-25 14:00:00,0.103,0.0,0.506,0.0,0.357,0.0
2011-01-25 15:00:00,0.087,0.0,0.48,0.0,0.366,0.0
2011-01-25 16:00:00,0.09,0.0,0.442,0.0,0.351,0.0
2011-01-25 17:00:00,0.093,0.0,0.401,0.0,0.304,0.0
2011-01-25 18:00:00,0.092,0.0,0.356,0.0,0.249,0.0
2011-01-25 19:00:00,0.095,0.0,0.319,0.0,0.207,0.0
2011-01-25 20:00:00,0.099,0.0,0.288,0.0,0.194,0.001
2011-01-25 21:00:00,0.086,0.043,0.252,0.005,0.178,0.055
2011-01-25 22:00:00,0.088,0.169,0.178,0.084,0.169,0.199
2011-01-25 23:00:00,0.066,0.308,0.15,0.24,0.162,0.36
2011-01-26 00:00:00,0.058,0.426,0.139,0.394,0.173,0.49
2011-01-26 01:00:00,0.055,0.524,0.127,0.514,0.183,0.575
2011-01-26 02:00:00,0.054,0.61,0.116,0.599,0.19,0.628
2011-01-26 03:00:00,0.052,0.643,0.105,0.638,0.193,0.641
2011-01-26 04:00:00,0.054,0.638,0.101,0.64,0.197,0.611
2011-01-26 05:00:00,0.052,0.585,0.108,0.603,0.2,0.539
2011-01-26 06:00:00,0.052,0.49,0.125,0.52,0.206,0.427
2011-01-26 07:00:00,0.052,0.336,0.153,0.397,0.213,0.279
2011-01-26 08:00:00,0.055,0.162,0.193,0.232,0.214,0.103
2011-01-26 09:00:00,0.059,0.026,0.254,0.057,0.244,0.016
2011-01-26 10:00:00,0.066,0.0,0.286,0.005,0.3,0.0
2011-01-26 11:00:00,0.069,0.0,0.376,0.0,0.355,0.0
2011-01-26 12:00:00,0.061,0.0,0.434,0.0,0.382,0.0
2011-01-26 13:00:00,0.05,0.0,0.449,0.0,0.386,0.0
2011-01-26 14:00:00,0.038,0.0,0.449,0.0,0.379,0.0
2011-01-26 15:00:00,0.028,0.0,0.451,0.0,0.355,0.0
2011-01-26 16:00:00,0.024,0.0,0.451,0.0,0.328,0.0
2011-01-26 17:00:00,0.02,0.0,0.442,0.0,0.295,0.0
2011-01-26 18:00:00,0.018,0.0,0.433,0.0,0.262,0.0
2011-01-26 19:00:00,0.018,0.0,0.419,0.0,0.234,0.0
2011-01-26 20:00:00,0.02,0.0,0.41,0.0,0.209,0.001
2011-01-26 21:00:00,0.02,0.047,0.404,0.005,0.158,0.053
2011-01-26 22:00:00,0.018,0.189,0.326,0.082,0.084,0.197
2011-01-26 23:00:00,0.039,0.362,0.315,0.23,0.07,0.361
2011-01-27 00:00:00,0.091,0.507,0.314,0.379,0.069,0.5
2011-01-27 01:00:00,0.149,0.612,0.308,0.498,0.085,0.585
2011-01-27 02:00:00,0.209,0.684,0.304,0.585,0.111,0.645
2011-01-27 03:00:00,0.28,0.718,0.308,0.621,0.149,0.657
2011-01-27 04:00:00,0.343,0.704,0.321,0.626,0.196,0.631
2011-01-27 05:00:00,0.393,0.643,0.346,0.588,0.251,0.563
2011-01-27 06:00:00,0.432,0.531,0.377,0.504,0.307,0.445
2011-01-27 07:00:00,0.462,0.372,0.43,0.381,0.371,0.294
2011-01-27 08:00:00,0.473,0.171,0.493,0.218,0.416,0.109
2011-01-27 09:00:00,0.456,0.028,0.572,0.056,0.437,0.016
2011-01-27 10:00:00,0.447,0.0,0.678,0.004,0.482,0.0
2011-01-27 11:00:00,0.442,0.0,0.727,0.0,0.532,0.0
2011-01-27 12:00:00,0.422,0.0,0.755,0.0,0.563,0.0
2011-01-27 13:00:00,0.397,0.0,0.77,0.0,0.567,0.0
2011-01-27 14:00:00,0.379,0.0,0.771,0.0,0.548,0.0
2011-01-27 15:00:00,0.342,0.0,0.756,0.0,0.524,0.0
2011-01-27 16:00:00,0.306,0.0,0.734,0.0,0.507,0.0
2011-01-27 17:00:00,0.268,0.0,0.707,0.0,0.487,0.0
2011-01-27 18:00:00,0.238,0.0,0.683,0.0,0.466,0.0
2011-01-27 19:00:00,0.211,0.0,0.657,0.0,0.439,0.0
2011-01-27 20:00:00,0.18,0.0,0.637,0.0,0.415,0.001
2011-01-27 21:00:00,0.135,0.05,0.602,0.005,0.345,0.051
2011-01-27 22:00:00,0.091,0.199,0.504,0.084,0.281,0.196
2011-01-27 23:00:00,0.066,0.373,0.481,0.235,0.252,0.359
2011-01-28 00:00:00,0.046,0.53,0.464,0.387,0.21,0.493
2011-01-28 01:00:00,0.039,0.653,0.402,0.501,0.182,0.584
2011-01-28 02:00:00,0.038,0.727,0.336,0.583,0.169,0.642
2011-01-28 03:00:00,0.042,0.748,0.278,0.623,0.177,0.655
2011-01-28 04:00:00,0.052,0.729,0.238,0.628,0.193,0.63
2011-01-28 05:00:00,0.065,0.665,0.225,0.582,0.212,0.563
2011-01-28 06:00:00,0.082,0.55,0.245,0.509,0.237,0.452
2011-01-28 07:00:00,0.096,0.385,0.287,0.385,0.269,0.3
2011-01-28 08:00:00,0.106,0.179,0.345,0.224,0.298,0.116
2011-01-28 09:00:00,0.119,0.026,0.422,0.053,0.34,0.017
2011-01-28 10:00:00,0.13,0.0,0.491,0.004,0.397,0.0
2011-01-28 11:00:00,0.159,0.0,0.567,0.0,0.464,0.0
2011-01-28 12:00:00,0.17,0.0,0.619,0.0,0.503,0.0
2011-01-28 13:00:00,0.166,0.0,0.65,0.0,0.517,0.0
2011-01-28 14:00:00,0.15,0.0,0.655,0.0,0.506,0.0
2011-01-28 15:00:00,0.129,0.0,0.661,0.0,0.488,0.0
2011-01-28 16:00:00,0.118,0.0,0.655,0.0,0.467,0.0
2011-01-28 17:00:00,0.114,0.0,0.646,0.0,0.451,0.0
2011-01-28 18:00:00,0.109,0.0,0.631,0.0,0.431,0.0
2011-01-28 19:00:00,0.109,0.0,0.617,0.0,0.417,0.0
2011-01-28 20:00:00,0.103,0.0,0.596,0.0,0.389,0.001
2011-01-28 21:00:00,0.078,0.055,0.566,0.004,0.336,0.054
2011-01-28 22:00:00,0.033,0.218,0.438,0.086,0.213,0.207
2011-01-28 23:00:00,0.025,0.401,0.417,0.245,0.183,0.376
2011-01-29 00:00:00,0.027,0.544,0.396,0.401,0.138,0.516
2011-01-29 01:00:00,0.029,0.638,0.345,0.52,0.102,0.606
2011-01-29 02:00:00,0.028,0.711,0.242,0.603,0.076,0.664
2011-01-29 03:00:00,0.032,0.725,0.135,0.646,0.064,0.676
2011-01-29 04:00:00,0.041,0.704,0.08,0.646,0.066,0.648
2011-01-29 05:00:00,0.05,0.638,0.077,0.607,0.076,0.58
2011-01-29 06:00:00,0.05,0.525,0.104,0.526,0.097,0.463
2011-01-29 07:00:00,0.049,0.36,0.149,0.396,0.122,0.308
2011-01-29 08:00:00,0.046,0.168,0.21,0.23,0.147,0.116
2011-01-29 09:00:00,0.045,0.028,0.265,0.055,0.179,0.017
2011-01-29 10:00:00,0.052,0.0,0.307,0.003,0.231,0.0
2011-01-29 11:00:00,0.072,0.0,0.391,0.0,0.275,0.0
2011-01-29 12:00:00,0.102,0.0,0.474,0.0,0.299,0.0
2011-01-29 13:00:00,0.134,0.0,0.544,0.0,0.304,0.0
2011-01-29 14:00:00,0.158,0.0,0.601,0.0,0.299,0.0
2011-01-29 15:00:00,0.187,0.0,0.637,0.0,0.292,0.0
2011-01-29 16:00:00,0.234,0.0,0.662,0.0,0.285,0.0
2011-01-29 17:00:00,0.301,0.0,0.66,0.0,0.278,0.0
2011-01-29 18:00:00,0.365,0.0,0.649,0.0,0.274,0.0
2011-01-29 19:00:00,0.407,0.0,0.631,0.0,0.269,0.0
2011-01-29 20:00:00,0.432,0.0,0.609,0.0,0.267,0.001
2011-01-29 21:00:00,0.432,0.048,0.569,0.004,0.233,0.056
2011-01-29 22:00:00,0.365,0.201,0.481,0.084,0.134,0.211
2011-01-29 23:00:00,0.331,0.374,0.431,0.241,0.133,0.384
2011-01-30 00:00:00,0.333,0.511,0.471,0.399,0.138,0.522
2011-01-30 01:00:00,0.331,0.606,0.438,0.519,0.114,0.611
2011-01-30 02:00:00,0.312,0.664,0.339,0.601,0.087,0.668
2011-01-30 03:00:00,0.288,0.673,0.239,0.64,0.072,0.679
2011-01-30 04:00:00,0.286,0.654,0.177,0.642,0.069,0.651
2011-01-30 05:00:00,0.258,0.596,0.148,0.604,0.067,0.582
2011-01-30 06:00:00,0.215,0.49,0.143,0.525,0.064,0.467
2011-01-30 07:00:00,0.2,0.342,0.161,0.403,0.068,0.307
2011-01-30 08:00:00,0.179,0.16,0.198,0.238,0.072,0.112
2011-01-30 09:00:00,0.142,0.024,0.247,0.058,0.087,0.015
2011-01-30 10:00:00,0.146,0.0,0.28,0.004,0.12,0.0
2011-01-30 11:00:00,0.197,0.0,0.343,0.0,0.16,0.0
2011-01-30 12:00:00,0.217,0.0,0.419,0.0,0.194,0.0
2011-01-30 13:00:00,0.2,0.0,0.49,0.0,0.218,0.0
2011-01-30 14:00:00,0.191,0.0,0.523,0.0,0.224,0.0
2011-01-30 15:00:00,0.189,0.0,0.532,0.0,0.236,0.0
2011-01-30 16:00:00,0.207,0.0,0.549,0.0,0.251,0.0
2011-01-30 17:00:00,0.242,0.0,0.545,0.0,0.268,0.0
2011-01-30 18:00:00,0.265,0.0,0.543,0.0,0.269,0.0
2011-01-30 19:00:00,0.265,0.0,0.529,0.0,0.271,0.0
2011-01-30 20:00:00,0.26,0.0,0.502,0.0,0.268,0.001
2011-01-30 21:00:00,0.232,0.043,0.47,0.004,0.234,0.056
2011-01-30 22:00:00,0.197,0.186,0.384,0.082,0.156,0.211
2011-01-30 23:00:00,0.149,0.349,0.335,0.237,0.16,0.383
2011-01-31 00:00:00,0.174,0.495,0.394,0.392,0.204,0.522
2011-01-31 01:00:00,0.203,0.574,0.328,0.514,0.204,0.609
2011-01-31 02:00:00,0.209,0.611,0.227,0.6,0.184,0.665
2011-01-31 03:00:00,0.172,0.602,0.168,0.643,0.17,0.679
2011-01-31 04:00:00,0.155,0.586,0.135,0.644,0.146,0.649
2011-01-31 05:00:00,0.124,0.534,0.118,0.604,0.124,0.579
2011-01-31 06:00:00,0.096,0.443,0.115,0.519,0.106,0.463
2011-01-31 07:00:00,0.086,0.269,0.117,0.395,0.094,0.304
2011-01-31 08:00:00,0.09,0.141,0.128,0.233,0.093,0.111
2011-01-31 09:00:00,0.118,0.026,0.145,0.061,0.108,0.014
2011-01-31 10:00:00,0.183,0.0,0.19,0.005,0.141,0.0
2011-01-31 11:00:00,0.254,0.0,0.248,0.0,0.178,0.0
2011-01-31 12:00:00,0.337,0.0,0.301,0.0,0.224,0.0
2011-01-31 13:00:00,0.445,0.0,0.342,0.0,0.269,0.0
2011-01-31 14:00:00,0.54,0.0,0.369,0.0,0.3,0.0
2011-01-31 15:00:00,0.619,0.0,0.395,0.0,0.326,0.0
2011-01-31 16:00:00,0.681,0.0,0.424,0.0,0.351,0.0
2011-01-31 17:00:00,0.708,0.0,0.441,0.0,0.369,0.0
2011-01-31 18:00:00,0.739,0.0,0.448,0.0,0.384,0.0
2011-01-31 19:00:00,0.757,0.0,0.448,0.0,0.402,0.0
2011-01-31 20:00:00,0.745,0.0,0.459,0.0,0.42,0.001
2011-01-31 21:00:00,0.704,0.045,0.463,0.003,0.4,0.054
2011-01-31 22:00:00,0.646,0.193,0.409,0.071,0.273,0.205
2011-01-31 23:00:00,0.576,0.36,0.402,0.206,0.34,0.373
2011-02-01 00:00:00,0.615,0.494,0.42,0.35,0.422,0.506
2011-02-01 01:00:00,0.67,0.581,0.407,0.471,0.482,0.586
2011-02-01 02:00:00,0.704,0.637,0.362,0.555,0.471,0.63
2011-02-01 03:00:00,0.726,0.668,0.33,0.587,0.436,0.626
2011-02-01 04:00:00,0.693,0.641,0.312,0.571,0.398,0.582
2011-02-01 05:00:00,0.6,0.572,0.306,0.534,0.353,0.499
2011-02-01 06:00:00,0.519,0.455,0.315,0.451,0.334,0.379
2011-02-01 07:00:00,0.467,0.283,0.334,0.324,0.296,0.247
2011-02-01 08:00:00,0.467,0.14,0.364,0.189,0.249,0.089
