name,bus0,bus1,type,s_nom,length,num_parallel,wkt_srid_4326,voltage,from_relation,r_ohmkm,ref,cables,x_ohmkm,wires,osm_name,operator,c_nfkm,frequency,length_m,i_th_max_a
95,91,86,Al/St 240/40 4-bundle 380.0,1711.26619788,1.07,1.0,"SRID=4326;LINESTRING(7.30561448538174 52.4801491895706,7.30820430094578 52.4768353862806)",380000.0,962110.0,0.025,,3.0,0.25,4.0,Emsland-D1,Amprion,13.7,50.0,1070.0,2.6
96,86,93,Al/St 240/40 4-bundle 380.0,1711.26619788,47.087,1.0,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.27715391322869 52.7532425946802)",380000.0,962120.0,0.025,,3.0,0.25,4.0,Meppen,Amprion,13.7,50.0,47087.0,2.6
97,94,86,Al/St 240/40 4-bundle 380.0,1711.26619788,74.417,1.0,"SRID=4326;LINESTRING(8.30775689679575 52.3456356447783,7.30820430094578 52.4768353862806)",380000.0,962121.0,0.025,,3.0,0.25,4.0,Niedersachsen Süd,Amprion,13.7,50.0,74417.0,2.6
98,86,95,Al/St 240/40 4-bundle 380.0,1711.26619788,60.192,1.0,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.88957671235007 52.2773967624078)",380000.0,962122.0,0.025,,3.0,0.25,4.0,Bramgau,Amprion,13.7,50.0,60192.0,2.6
99,86_220kV,96_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,1.321,1.0,"SRID=4326;LINESTRING(7.30820430094578 52.4768353862806,7.31784994377907 52.4691114902799)",220000.0,962172.0,0.08,,3.0,0.32,2.0,Benteler,Amprion,11.5,50.0,1321.0,1.3
100,97,66,Al/St 240/40 4-bundle 380.0,855.633098939,110.113,0.5,"SRID=4326;LINESTRING(13.3352803846608 49.5896898612644,12.1147644054101 49.6311550521523)",380000.0,965662.0,,442,3.0,,2.0,Etzenricht - Přeštice,ČEPS,,,110113.0,
101,42,98,Al/St 240/40 4-bundle 380.0,1711.26619788,35.731,1.0,"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,12.2147735096776 54.1003234403618)",380000.0,1000670.0,0.025,544,3.0,0.25,4.0,544,50Hertz,13.7,50.0,35731.0,2.6
102,99,100,Al/St 240/40 4-bundle 380.0,1711.26619788,94.562,1.0,"SRID=4326;LINESTRING(6.99647659179489 49.3754093063084,6.47473977006816 49.9224692993999)",380000.0,1020855.0,0.025,,3.0,0.25,4.0,Uchtelfangen West,Amprion,13.7,,94562.0,2.6
103,42,98,Al/St 240/40 4-bundle 380.0,1711.26619788,35.716,1.0,"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,12.2147735096776 54.1003234403618)",380000.0,1021991.0,0.025,543,3.0,0.25,4.0,543,50Hertz,13.7,50.0,35716.0,2.6
104,42,101,Al/St 240/40 4-bundle 380.0,1711.26619788,47.163,1.0,"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,11.6993926965362 53.5722744892702)",380000.0,1022003.0,0.025,424,3.0,0.25,4.0,424,50Hertz,13.7,50.0,47163.0,2.6
105,102,42,Al/St 240/40 4-bundle 380.0,1711.26619788,71.64,1.0,"SRID=4326;LINESTRING(11.3706373688866 53.6009910848999,12.1869848227216 53.8157751724384)",380000.0,1022004.0,0.025,423,3.0,0.25,4.0,423,50Hertz,13.7,50.0,71640.0,2.6
106,103,87,Al/St 240/40 4-bundle 380.0,1711.26619788,40.854,1.0,"SRID=4326;LINESTRING(6.94821343461115 51.4445789430072,7.06030699176008 51.6964760130648)",380000.0,1082800.0,0.025,,3.0,0.25,4.0,Kusenhorst,Amprion,13.7,50.0,40854.0,2.6
107,104,103,Al/St 240/40 4-bundle 380.0,1711.26619788,16.665,1.0,"SRID=4326;LINESTRING(6.92675896360373 51.4992056838496,6.94821343461115 51.4445789430072)",380000.0,1082801.0,0.025,,3.0,0.25,4.0,Büscherhof West,Amprion,13.7,50.0,16665.0,2.6
108,105,87,Al/St 240/40 4-bundle 380.0,1711.26619788,37.005,1.0,"SRID=4326;LINESTRING(6.68078798893986 51.6462959356851,7.06030699176008 51.6964760130648)",380000.0,1082805.0,0.025,,3.0,0.25,4.0,Lippe Nord,Amprion,13.7,50.0,37005.0,2.6
109,106,107,Al/St 240/40 4-bundle 380.0,1283.44964841,24.754,0.75,"SRID=4326;LINESTRING(7.16721460965932 51.3899067582106,7.1255729106725 51.4489772588145)",380000.0,1082806.0,0.033333,,3.0,0.333333,3.0,Weitmar West,Amprion,10.275,50.0,24754.0,1.95
110,108,107,Al/St 240/40 4-bundle 380.0,1711.26619788,14.687,1.0,"SRID=4326;LINESTRING(6.99606888010598 51.5141695891404,7.1255729106725 51.4489772588145)",380000.0,1082807.0,0.025,,3.0,0.25,4.0,Eiberg Nord,Amprion,13.7,50.0,14687.0,2.6
111,109,106,Al/St 240/40 4-bundle 380.0,1711.26619788,17.504,1.0,"SRID=4326;LINESTRING(7.31318284290137 51.4466113896128,7.16721460965932 51.3899067582106)",380000.0,1082808.0,0.025,,3.0,0.25,4.0,Kemnade Süd,Amprion,13.7,50.0,17504.0,2.6
112,110,111,Al/St 240/40 4-bundle 380.0,1711.26619788,114.491,1.0,"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,8.62480052815036 51.4278883849265)",380000.0,1082809.0,0.025,,3.0,0.25,4.0,Sauerland Nord,Amprion,13.7,50.0,114491.0,2.6
113,87,112,Al/St 240/40 4-bundle 380.0,1711.26619788,35.441,1.0,"SRID=4326;LINESTRING(7.06030699176008 51.6964760130648,7.35311186939787 51.5758105020818)",380000.0,1082810.0,0.025,,3.0,0.25,4.0,Recklinghausen,Amprion,13.7,50.0,35441.0,2.6
114,113,87,Al/St 240/40 4-bundle 380.0,1711.26619788,22.998,1.0,"SRID=4326;LINESTRING(7.12323882950453 51.5256121803004,7.06030699176008 51.6964760130648)",380000.0,1082811.0,0.025,,3.0,0.25,4.0,Westfalen West,Amprion,13.7,50.0,22998.0,2.6
115,87,85,Al/St 240/40 4-bundle 380.0,1711.26619788,63.803,1.0,"SRID=4326;LINESTRING(7.06030699176008 51.6964760130648,7.03496796515083 52.2028607381056)",380000.0,1082814.0,0.025,,3.0,0.25,4.0,Hamaland,Amprion,13.7,50.0,63803.0,2.6
116,110,114,Al/St 240/40 4-bundle 380.0,1711.26619788,67.379,1.0,"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,8.21170597594605 51.1779854801194)",380000.0,1082816.0,0.025,,3.0,0.25,4.0,Arpe West,Amprion,13.7,50.0,67379.0,2.6
117,115,116,Al/St 240/40 2-bundle 220.0,990.733061929,21.323,2.0,"SRID=4326;LINESTRING(6.57648208812114 51.0555954583116,6.77252309438106 51.1471054906194)",220000.0,1082942.0,0.04,,3.0,0.16,4.0,Frimmersdorf 5e,Amprion,23.0,50.0,21323.0,2.6
118,117,118,Al/St 240/40 4-bundle 380.0,1711.26619788,34.584,1.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.13689469738717 50.6428608767133)",380000.0,1082943.0,0.025,,3.0,0.25,4.0,Ließem Ost,Amprion,13.7,50.0,34584.0,2.6
119,117,119,Al/St 240/40 4-bundle 380.0,1711.26619788,44.751,1.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,6.45655246642153 50.8713380368705)",380000.0,1082944.0,0.025,,3.0,0.25,4.0,Sechtem Süd,Amprion,13.7,50.0,44751.0,2.6
120,117,120,Al/St 240/40 4-bundle 380.0,1711.26619788,68.003,1.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.86394571365263 50.7682419129404)",380000.0,1082946.0,0.025,,3.0,0.25,4.0,Siegtal Süd,Amprion,13.7,50.0,68003.0,2.6
121,121,122,Al/St 240/40 4-bundle 380.0,1711.26619788,12.228,1.0,"SRID=4326;LINESTRING(6.32166491493505 50.8383473627586,6.16738169006425 50.8020442927138)",380000.0,1082948.0,0.025,,3.0,0.25,4.0,Röhe Nord,Amprion,13.7,50.0,12228.0,2.6
122,123,124,Al/St 240/40 4-bundle 380.0,1711.26619788,10.62,1.0,"SRID=4326;LINESTRING(6.70220337779745 51.0088609096753,6.61240231530956 51.0359242594819)",380000.0,1082949.0,0.025,,3.0,0.25,4.0,Neurath 3c,Amprion,13.7,50.0,10620.0,2.6
123,125,126,Al/St 240/40 4-bundle 380.0,1711.26619788,28.54,1.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.23319684331545 51.2325069075148)",380000.0,1082952.0,0.025,,3.0,0.25,4.0,Leichlingen Ost,Amprion,13.7,50.0,28540.0,2.6
124,127,119,Al/St 240/40 4-bundle 380.0,1711.26619788,16.766,1.0,"SRID=4326;LINESTRING(6.30090123786765 50.8289532122665,6.45655246642153 50.8713380368705)",380000.0,1082953.0,0.025,,3.0,0.25,4.0,Weisweiler Süd,Amprion,13.7,50.0,16766.0,2.6
125,118,128,Al/St 240/40 4-bundle 380.0,1711.26619788,42.726,1.0,"SRID=4326;LINESTRING(7.13689469738717 50.6428608767133,7.44948529010545 50.4025276621126)",380000.0,1082954.0,0.025,,3.0,0.25,4.0,Weißenthurm Ost,Amprion,13.7,50.0,42726.0,2.6
126,121,119,Al/St 240/40 4-bundle 380.0,1711.26619788,14.743,1.0,"SRID=4326;LINESTRING(6.32166491493505 50.8383473627586,6.45655246642153 50.8713380368705)",380000.0,1082955.0,0.025,,3.0,0.25,4.0,Weisweiler Nord,Amprion,13.7,50.0,14743.0,2.6
127,129_220kV,124_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,34.374,1.0,"SRID=4326;LINESTRING(6.62582790177014 51.2606098249047,6.61240231530956 51.0359242594819)",220000.0,1082956.0,0.08,,3.0,0.32,2.0,Neurath 1a,Amprion,11.5,50.0,34374.0,1.3
128,125,130,Al/St 240/40 4-bundle 380.0,1711.26619788,16.932,1.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.12308195236379 51.1715887782054)",380000.0,1082957.0,0.025,,3.0,0.25,4.0,Leichlingen West,Amprion,13.7,50.0,16932.0,2.6
129,125,123,Al/St 240/40 4-bundle 380.0,1711.26619788,22.039,1.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,6.70220337779745 51.0088609096753)",380000.0,1082958.0,0.025,,3.0,0.25,4.0,Opladen Nord,Amprion,13.7,50.0,22039.0,2.6
130,131,132,Al/St 240/40 4-bundle 380.0,1711.26619788,20.646,1.0,"SRID=4326;LINESTRING(6.80109333956604 51.1225390518584,7.00877914033175 51.1742549180397)",380000.0,1082959.0,0.025,,3.0,0.25,4.0,St. Peter Nord,Amprion,13.7,50.0,20646.0,2.6
131,133,123,Al/St 240/40 4-bundle 380.0,1711.26619788,22.321,1.0,"SRID=4326;LINESTRING(6.8426506615144 50.8635385008881,6.70220337779745 51.0088609096753)",380000.0,1082960.0,0.025,,3.0,0.25,4.0,Brauweiler West,Amprion,13.7,50.0,22321.0,2.6
132,117,120,Al/St 240/40 4-bundle 380.0,1711.26619788,68.003,1.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.86394571365263 50.7682419129404)",380000.0,1082961.0,0.025,,3.0,0.25,4.0,Siegtal Nord,Amprion,13.7,50.0,68003.0,2.6
133,117_220kV,134,Al/St 240/40 2-bundle 220.0,990.733061929,24.479,2.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,6.80461158012622 50.9662452961379)",220000.0,1082962.0,0.04,,3.0,0.16,4.0,Godorf West,Amprion,23.0,50.0,24479.0,2.6
134,135,136,Al/St 240/40 4-bundle 380.0,1711.26619788,30.283,1.0,"SRID=4326;LINESTRING(7.7186272145384 51.5342075115271,7.93077008561427 51.6729710197069)",380000.0,1082963.0,0.025,,3.0,0.25,4.0,Haarstrang West,Amprion,13.7,50.0,30283.0,2.6
135,125,123,Al/St 240/40 4-bundle 380.0,1711.26619788,22.039,1.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,6.70220337779745 51.0088609096753)",380000.0,1082964.0,0.025,,3.0,0.25,4.0,Opladen Süd,Amprion,13.7,50.0,22039.0,2.6
136,123,131,Al/St 240/40 4-bundle 380.0,1711.26619788,18.127,1.0,"SRID=4326;LINESTRING(6.70220337779745 51.0088609096753,6.80109333956604 51.1225390518584)",380000.0,1082965.0,0.025,,3.0,0.25,4.0,St. Peter Süd,Amprion,13.7,50.0,18127.0,2.6
137,117,119,Al/St 240/40 4-bundle 380.0,1711.26619788,44.751,1.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,6.45655246642153 50.8713380368705)",380000.0,1082966.0,0.025,,3.0,0.25,4.0,Sechtem Nord,Amprion,13.7,50.0,44751.0,2.6
138,117,128,Al/St 240/40 4-bundle 380.0,1711.26619788,62.381,1.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.44948529010545 50.4025276621126)",380000.0,1082967.0,0.025,,3.0,0.25,4.0,Mittelrhein,Amprion,13.7,50.0,62381.0,2.6
139,137,105_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,41.846,1.0,"SRID=4326;LINESTRING(6.22183144595687 51.6946456422206,6.68078798893986 51.6462959356851)",220000.0,1082973.0,0.08,,3.0,0.32,2.0,Pfalzdorf Süd,Amprion,11.5,50.0,41846.0,1.3
140,138_220kV,87_220kV,Al/St 240/40 2-bundle 220.0,743.049796447,13.5,1.5,"SRID=4326;LINESTRING(7.00674987859998 51.5999114220203,7.06030699176008 51.6964760130648)",220000.0,1082974.0,0.053333,,3.0,0.213333,3.0,Scholven D,Amprion,17.25,50.0,13500.0,1.95
141,139,105_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,32.152,1.0,"SRID=4326;LINESTRING(7.03761988504233 51.5985496311832,6.68078798893986 51.6462959356851)",220000.0,1082975.0,0.08,,3.0,0.32,2.0,Schermbeck Nord,Amprion,11.5,50.0,32152.0,1.3
142,140,87_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,28.023,1.0,"SRID=4326;LINESTRING(7.2640834625924 51.5735734103802,7.06030699176008 51.6964760130648)",220000.0,1082976.0,0.08,,3.0,0.32,2.0,Hochlarmark Ost,Amprion,11.5,50.0,28023.0,1.3
143,106_220kV,141,Al/St 240/40 2-bundle 220.0,495.366530965,18.405,1.0,"SRID=4326;LINESTRING(7.16721460965932 51.3899067582106,7.2789471130269 51.4722816773138)",220000.0,1082983.0,0.08,,3.0,0.32,2.0,Laer West,Amprion,11.5,50.0,18405.0,1.3
144,142,107_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,17.736,1.0,"SRID=4326;LINESTRING(7.18667755311932 51.550589070577,7.1255729106725 51.4489772588145)",220000.0,1082984.0,0.08,,3.0,0.32,2.0,Herne 1A,Amprion,11.5,50.0,17736.0,1.3
145,129_220kV,123_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,30.676,1.0,"SRID=4326;LINESTRING(6.62582790177014 51.2606098249047,6.70220337779745 51.0088609096753)",220000.0,1082985.0,0.08,,3.0,0.32,2.0,Frixheim Nord,Amprion,11.5,50.0,30676.0,1.3
146,140,143_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,7.062,1.0,"SRID=4326;LINESTRING(7.2640834625924 51.5735734103802,7.35135784054859 51.568368608134)",220000.0,1082986.0,0.08,,3.0,0.32,2.0,Knepper C,Amprion,11.5,50.0,7062.0,1.3
147,142,144,Al/St 240/40 2-bundle 220.0,743.049796447,15.151,1.5,"SRID=4326;LINESTRING(7.18667755311932 51.550589070577,7.17937912538938 51.4722019484347)",220000.0,1082987.0,0.053333,,3.0,0.213333,3.0,Herne 4,Amprion,17.25,50.0,15151.0,1.95
148,140,106_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,30.931,1.0,"SRID=4326;LINESTRING(7.2640834625924 51.5735734103802,7.16721460965932 51.3899067582106)",220000.0,1082989.0,0.08,,3.0,0.32,2.0,Pöppinghausen Ost,Amprion,11.5,50.0,30931.0,1.3
149,145,146,Al/St 240/40 2-bundle 220.0,495.366530965,43.148,1.0,"SRID=4326;LINESTRING(6.93488869659333 51.0335223350589,6.82813596908193 51.1626762413706)",220000.0,1082990.0,0.08,,3.0,0.32,2.0,Frixheim Süd,Amprion,11.5,50.0,43148.0,1.3
150,147,107_220kV,Al/St 240/40 2-bundle 220.0,247.683265482,37.515,0.5,"SRID=4326;LINESTRING(7.50597329671546 51.401592550355,7.1255729106725 51.4489772588145)",220000.0,1082992.0,0.16,,3.0,0.64,1.0,Herdecke Nord,Amprion,5.75,50.0,37515.0,0.65
151,144,107_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,12.825,1.0,"SRID=4326;LINESTRING(7.17937912538938 51.4722019484347,7.1255729106725 51.4489772588145)",220000.0,1082996.0,0.08,,3.0,0.32,2.0,Bochum West,Amprion,11.5,50.0,12825.0,1.3
152,139,107_220kV,Al/St 240/40 2-bundle 220.0,247.683265482,22.117,0.5,"SRID=4326;LINESTRING(7.03761988504233 51.5985496311832,7.1255729106725 51.4489772588145)",220000.0,1082997.0,0.16,,3.0,0.64,1.0,Gladbeck West,Amprion,5.75,50.0,22117.0,0.65
153,140,141,Al/St 240/40 2-bundle 220.0,495.366530965,12.649,1.0,"SRID=4326;LINESTRING(7.2640834625924 51.5735734103802,7.2789471130269 51.4722816773138)",220000.0,1082998.0,0.08,,3.0,0.32,2.0,Pöppinghausen West,Amprion,11.5,50.0,12649.0,1.3
154,142,107_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,21.357,1.0,"SRID=4326;LINESTRING(7.18667755311932 51.550589070577,7.1255729106725 51.4489772588145)",220000.0,1082999.0,0.08,,3.0,0.32,2.0,Herne 2B,Amprion,11.5,50.0,21357.0,1.3
155,147,107_220kV,Al/St 240/40 2-bundle 220.0,247.683265482,37.227,0.5,"SRID=4326;LINESTRING(7.50597329671546 51.401592550355,7.1255729106725 51.4489772588145)",220000.0,1083001.0,0.16,,3.0,0.64,1.0,Herdecke Süd,Amprion,5.75,50.0,37227.0,0.65
156,125_220kV,123_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,23.276,1.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,6.70220337779745 51.0088609096753)",220000.0,1083933.0,0.08,,3.0,0.32,2.0,Stommeln Nord,Amprion,11.5,50.0,23276.0,1.3
157,125_220kV,148,Al/St 240/40 2-bundle 220.0,495.366530965,21.638,1.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,6.84699931064759 51.2055917698058)",220000.0,1083953.0,0.08,,3.0,0.32,2.0,Eller Ost,Amprion,11.5,50.0,21638.0,1.3
158,149,150,Al/St 240/40 2-bundle 220.0,495.366530965,20.577,1.0,"SRID=4326;LINESTRING(7.19316578267403 50.798335064694,7.0473845241055 50.9055286094924)",220000.0,1083959.0,0.08,,3.0,0.32,2.0,Gremberghoven West,Amprion,11.5,50.0,20577.0,1.3
159,145,125_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,4.849,1.0,"SRID=4326;LINESTRING(6.93488869659333 51.0335223350589,6.96568442352005 51.0693295322353)",220000.0,1083962.0,0.08,,3.0,0.32,2.0,Kasselberg Süd,Amprion,11.5,50.0,4849.0,1.3
160,129_220kV,151,Al/St 240/40 2-bundle 220.0,495.366530965,19.881,1.0,"SRID=4326;LINESTRING(6.62582790177014 51.2606098249047,6.70967369516713 51.0909407427733)",220000.0,1083967.0,0.08,,3.0,0.32,2.0,Osterath West,Amprion,11.5,50.0,19881.0,1.3
161,117_220kV,152,Al/St 240/40 2-bundle 220.0,495.366530965,22.08,1.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.01293742640329 50.6176584938251)",220000.0,1083975.0,0.08,,3.0,0.32,2.0,Berggeist West,Amprion,11.5,50.0,22080.0,1.3
162,149,120_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,51.114,1.0,"SRID=4326;LINESTRING(7.19316578267403 50.798335064694,7.86394571365263 50.7682419129404)",220000.0,1083988.0,0.08,,3.0,0.32,2.0,Leuscheid Nord,Amprion,11.5,50.0,51114.0,1.3
163,139,87_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,11.834,1.0,"SRID=4326;LINESTRING(7.03761988504233 51.5985496311832,7.06030699176008 51.6964760130648)",220000.0,1128368.0,0.08,,3.0,0.32,2.0,Polsum Süd,Amprion,11.5,50.0,11834.0,1.3
164,126,120,Al/St 240/40 4-bundle 380.0,1711.26619788,73.819,1.0,"SRID=4326;LINESTRING(7.23319684331545 51.2325069075148,7.86394571365263 50.7682419129404)",380000.0,1083990.0,0.025,,3.0,0.25,4.0,Dauersberg Ost,Amprion,13.7,50.0,73819.0,2.6
165,129_220kV,153,Al/St 240/40 2-bundle 220.0,495.366530965,34.1,1.0,"SRID=4326;LINESTRING(6.62582790177014 51.2606098249047,6.33006858948983 51.2429161503794)",220000.0,1083998.0,0.08,,3.0,0.32,2.0,Fichtenhain Ost,Amprion,11.5,50.0,34100.0,1.3
166,125_220kV,147,Al/St 240/40 2-bundle 220.0,247.683265482,119.387,0.5,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.50597329671546 51.401592550355)",220000.0,1084000.0,0.16,,3.0,0.64,1.0,Bigge West,Amprion,5.75,50.0,119387.0,0.65
167,125_220kV,154,Al/St 240/40 2-bundle 220.0,247.683265482,9.874,0.5,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.0235444991641 50.999068409611)",220000.0,1084001.0,0.16,,3.0,0.64,1.0,Dünnwald West,Amprion,5.75,50.0,9874.0,0.65
168,149,120_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,51.114,1.0,"SRID=4326;LINESTRING(7.19316578267403 50.798335064694,7.86394571365263 50.7682419129404)",220000.0,1084007.0,0.08,,3.0,0.32,2.0,Leuscheid Süd,Amprion,11.5,50.0,51114.0,1.3
169,130,120,Al/St 240/40 4-bundle 380.0,1711.26619788,83.781,1.0,"SRID=4326;LINESTRING(7.12308195236379 51.1715887782054,7.86394571365263 50.7682419129404)",380000.0,1084017.0,0.025,,3.0,0.25,4.0,Dauersberg West,Amprion,13.7,50.0,83781.0,2.6
170,125_220kV,155,Al/St 240/40 2-bundle 220.0,247.683265482,121.485,0.5,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.72438401522458 51.4093341305984)",220000.0,1084020.0,0.16,,3.0,0.64,1.0,Bigge Ost,Amprion,5.75,50.0,121485.0,0.65
171,125_220kV,154,Al/St 240/40 2-bundle 220.0,247.683265482,9.874,0.5,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,7.0235444991641 50.999068409611)",220000.0,1084021.0,0.16,,3.0,0.64,1.0,Dünnwald Ost,Amprion,5.75,50.0,9874.0,0.65
172,117_220kV,156_220kV,Al/St 240/40 2-bundle 220.0,990.733061929,13.409,2.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,6.84223115147656 50.8598647243573)",220000.0,1084023.0,0.04,,3.0,0.16,4.0,Knapsack 2b,Amprion,23.0,50.0,13409.0,2.6
173,117_220kV,149,Al/St 240/40 2-bundle 220.0,495.366530965,17.034,1.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.19316578267403 50.798335064694)",220000.0,1084027.0,0.08,,3.0,0.32,2.0,Troisdorf Ost,Amprion,11.5,50.0,17034.0,1.3
174,154,150,Al/St 240/40 2-bundle 220.0,247.683265482,11.403,0.5,"SRID=4326;LINESTRING(7.0235444991641 50.999068409611,7.0473845241055 50.9055286094924)",220000.0,1084032.0,0.16,,3.0,0.64,1.0,Merheim Ost,Amprion,5.75,50.0,11403.0,0.65
175,154,150,Al/St 240/40 2-bundle 220.0,247.683265482,11.403,0.5,"SRID=4326;LINESTRING(7.0235444991641 50.999068409611,7.0473845241055 50.9055286094924)",220000.0,1084040.0,0.16,,3.0,0.64,1.0,Merheim West,Amprion,5.75,50.0,11403.0,0.65
176,117_220kV,149,Al/St 240/40 2-bundle 220.0,495.366530965,17.065,1.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,7.19316578267403 50.798335064694)",220000.0,1084046.0,0.08,,3.0,0.32,2.0,Troisdorf West,Amprion,11.5,50.0,17065.0,1.3
177,157,110,Al/St 240/40 4-bundle 380.0,1711.26619788,57.541,1.0,"SRID=4326;LINESTRING(8.364229530696 51.9271204904611,7.99288723332679 51.6837077155955)",380000.0,1084345.0,0.025,,3.0,0.25,4.0,Gütersloh Süd,Amprion,13.7,50.0,57541.0,2.6
178,119,158,Al/St 240/40 4-bundle 380.0,1711.26619788,4.315,1.0,"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.48812326381716 50.8810703125704)",380000.0,1084358.0,0.025,,3.0,0.25,4.0,Hambach 3c,Amprion,13.7,50.0,4315.0,2.6
179,159,60,Al/St 240/40 4-bundle 380.0,855.633098939,31.674,0.5,"SRID=4326;LINESTRING(8.05408735442182 53.3323026933898,8.47470704898602 53.4286511943138)",380000.0,1086366.0,0.05,302,3.0,0.5,2.0,302,transpower,6.85,50.0,31674.0,1.3
180,160_220kV,161,Al/St 240/40 2-bundle 220.0,495.366530965,32.238,1.0,"SRID=4326;LINESTRING(8.47791063608626 53.428485468955,8.05283751634017 53.3338809598955)",220000.0,1086367.0,0.08,302,3.0,0.32,2.0,302,TenneT,11.5,50.0,32238.0,1.3
181,115,151,Al/St 240/40 2-bundle 220.0,990.733061929,11.477,2.0,"SRID=4326;LINESTRING(6.57648208812114 51.0555954583116,6.70967369516713 51.0909407427733)",220000.0,1101991.0,0.04,,3.0,0.16,4.0,Frimmersdorf 4d,Amprion,23.0,50.0,11477.0,2.6
182,162,134,Al/St 240/40 2-bundle 220.0,495.366530965,4.813,1.0,"SRID=4326;LINESTRING(6.85153113794826 50.9841704680083,6.80461158012622 50.9662452961379)",220000.0,1101996.0,0.08,,3.0,0.32,2.0,Bocklemünd Süd,Amprion,11.5,50.0,4813.0,1.3
183,115,123_220kV,Al/St 240/40 2-bundle 220.0,495.366530965,5.73,1.0,"SRID=4326;LINESTRING(6.57648208812114 51.0555954583116,6.70220337779745 51.0088609096753)",220000.0,1101999.0,0.08,,3.0,0.32,2.0,Frimmersdorf 3c,Amprion,11.5,50.0,5730.0,1.3
184,138,87,Al/St 240/40 4-bundle 380.0,1711.26619788,12.948,1.0,"SRID=4326;LINESTRING(7.00674987859998 51.5999114220203,7.06030699176008 51.6964760130648)",380000.0,1128370.0,0.025,,3.0,0.25,4.0,Scholven F,Amprion,13.7,50.0,12948.0,2.6
185,162,134,Al/St 240/40 2-bundle 220.0,495.366530965,4.813,1.0,"SRID=4326;LINESTRING(6.85153113794826 50.9841704680083,6.80461158012622 50.9662452961379)",220000.0,1102004.0,0.08,,3.0,0.32,2.0,Bocklemünd Nord,Amprion,11.5,50.0,4813.0,1.3
186,123,163,Al/St 240/40 4-bundle 380.0,1711.26619788,13.157,1.0,"SRID=4326;LINESTRING(6.70220337779745 51.0088609096753,6.59601979462215 50.9525274624278)",380000.0,1102892.0,0.025,,3.0,0.25,4.0,Paffendorf Süd,Amprion,13.7,50.0,13157.0,2.6
187,112,164,Al/St 240/40 4-bundle 380.0,1711.26619788,10.045,1.0,"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.33861258614081 51.6319781250427)",380000.0,1109593.0,0.025,,3.0,0.25,4.0,Datteln West,Amprion,13.7,50.0,10045.0,2.6
188,112,165,Al/St 240/40 4-bundle 380.0,1711.26619788,34.595,1.0,"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.70831848872651 51.6762033088437)",380000.0,1109595.0,0.025,,3.0,0.25,4.0,Mengede Nord,Amprion,13.7,50.0,34595.0,2.6
